delivery_id,order_id,dispatch_date,promised_date,delivered_date,carrier,service_level,delivery_status,delay_days,on_time_in_full,fulfilment_hours,delivery_cost,delay_reason,promised_days,tracking_event_count,delivery_window,shipping_distance_km,signature_required,estimated_carbon_kg
HDEL001213,HORD001213,2018-05-04,2018-05-09,2018-05-07,StarTrack,Standard,Delivered,0.0,True,16.0,10.14,none,5.0,3.0,Afternoon,6.9753,True,1.157
HDEL001214,HORD001214,2018-10-27,2018-10-30,2018-10-30,DHL,Standard,Delivered,0.0,True,71.0,8.09,none,3.0,6.0,Anytime,3.7763,False,0.319
HDEL001215,HORD001215,2018-08-01,2018-08-05,2018-08-05,StarTrack,Standard,Delivered,0.0,True,18.0,8.22,none,4.0,8.0,Afternoon,2.16,True,0.974
HDEL001216,HORD001216,2018-06-03,2018-06-06,2018-06-06,Direct Freight,Express,Delivered,0.0,True,72.0,15.97,none,3.0,4.0,Morning,4.1707,True,0.475
HDEL001217,HORD001217,2018-05-14,2018-05-18,2018-05-16,DHL,Standard,Delivered,0.0,True,12.0,5.89,none,4.0,8.0,Morning,2.1374,False,0.42
HDEL001218,HORD001218,2018-06-03,2018-06-07,2018-06-05,AusPost,Express,Delivered,0.0,True,73.0,17.36,none,4.0,3.0,Morning,3.528,True,0.463
HDEL001219,HORD001219,2018-09-15,2018-09-20,2018-09-19,StarTrack,Standard,Delivered,0.0,True,10.0,6.91,none,5.0,7.0,Morning,4.0907,True,0.426
HDEL001220,HORD001220,2018-07-25,2018-07-31,2018-07-30,AusPost,Standard,Delivered,0.0,True,67.0,11.69,none,6.0,5.0,Morning,3.3663,False,0.381
HDEL001221,HORD001221,2018-03-12,2018-03-17,2018-03-15,AusPost,Express,Delivered,0.0,True,8.0,21.4,none,5.0,8.0,Afternoon,6.8779,True,1.224
HDEL001222,HORD001222,2018-02-14,2018-02-21,2018-02-19,DHL,Standard,Delivered,0.0,True,24.0,10.2,none,7.0,9.0,Afternoon,7.1859,False,0.368
HDEL001223,HORD001223,2018-12-19,2018-12-25,2018-12-25,StarTrack,Standard,Delivered,0.0,True,11.0,9.0,none,6.0,4.0,Morning,7.1589,False,0.433
HDEL001224,HORD001224,2018-08-09,2018-08-15,2018-08-14,AusPost,Standard,Delivered,0.0,True,35.0,13.5,none,6.0,8.0,Afternoon,6.9714,True,0.678
HDEL001225,HORD001225,2018-12-27,2019-01-03,2019-01-02,DHL,Standard,Delivered,0.0,True,23.0,9.68,none,7.0,9.0,Morning,6.1569,True,0.51
HDEL001226,HORD001226,2018-04-12,2018-04-19,2018-04-19,Direct Freight,Express,Delivered,0.0,True,3.0,21.86,none,7.0,3.0,Afternoon,7.5212,True,0.478
HDEL001227,HORD001227,2018-07-11,2018-07-18,2018-07-20,StarTrack,Standard,Delivered,2.0,False,21.0,14.5,carrier_capacity,7.0,4.0,Afternoon,8.8063,True,1.292
HDEL001228,HORD001228,2018-06-30,2018-07-05,2018-07-04,StarTrack,Standard,Delivered,0.0,True,35.0,11.86,none,5.0,7.0,Afternoon,5.607,True,0.521
HDEL001229,HORD001229,2018-01-30,2018-02-03,2018-02-02,DHL,Standard,Delivered,0.0,True,52.0,9.93,none,4.0,5.0,Morning,5.3787,True,1.336
HDEL001230,HORD001230,2018-09-17,2018-09-21,2018-09-20,StarTrack,Standard,Delivered,0.0,True,13.0,8.37,none,4.0,8.0,Morning,2.2644,True,0.406
HDEL001231,HORD001231,2018-06-11,2018-06-15,2018-06-13,AusPost,Standard,Delivered,0.0,True,7.0,10.04,none,4.0,6.0,Anytime,5.2041,True,0.814
HDEL001232,HORD001232,2018-06-20,2018-06-26,2018-06-25,DHL,Standard,Delivered,0.0,True,59.0,11.53,none,6.0,9.0,Afternoon,5.8668,False,0.578
HDEL001233,HORD001233,2018-02-01,2018-02-04,2018-02-04,AusPost,Standard,Delivered,0.0,True,4.0,8.18,none,3.0,5.0,Anytime,4.0037,False,0.328
HDEL001234,HORD001234,2018-02-25,2018-03-02,2018-03-05,StarTrack,Standard,Delivered,3.0,False,9.0,8.46,warehouse_congestion,5.0,4.0,Afternoon,4.3706,False,0.378
HDEL001235,HORD001235,2018-07-07,2018-07-13,2018-07-11,AusPost,Standard,Delivered,0.0,True,52.0,10.31,none,6.0,8.0,Afternoon,3.2601,False,0.271
HDEL001236,HORD001236,2018-06-15,2018-06-21,2018-06-19,AusPost,Standard,Delivered,0.0,True,57.0,11.07,none,6.0,4.0,Afternoon,6.063,True,1.091
HDEL001237,HORD001237,2018-12-04,2018-12-08,2018-12-08,StarTrack,Standard,Delivered,0.0,True,25.0,10.23,none,4.0,8.0,Morning,7.3453,False,0.49
HDEL001238,HORD001238,2018-01-05,2018-01-08,2018-01-07,StarTrack,Express,Delivered,0.0,True,39.0,18.75,none,3.0,5.0,Afternoon,4.0031,False,0.378
HDEL001239,HORD001239,2018-09-07,2018-09-14,2018-09-14,AusPost,Standard,Delivered,0.0,True,35.0,10.03,none,7.0,7.0,Anytime,5.4309,True,0.517
HDEL001240,HORD001240,2018-02-27,2018-03-04,2018-03-04,DHL,Standard,Delivered,0.0,True,58.0,8.92,none,5.0,7.0,Anytime,3.2601,True,0.34
HDEL001241,HORD001241,2018-06-02,2018-06-08,2018-06-08,Direct Freight,Standard,Delivered,0.0,True,5.0,13.59,none,6.0,9.0,Afternoon,5.6902,False,0.413
HDEL001242,HORD001242,2018-02-01,2018-02-08,2018-02-06,Direct Freight,Standard,Delivered,0.0,True,27.0,8.89,none,7.0,3.0,Afternoon,3.528,True,0.343
HDEL001243,HORD001243,2018-01-09,2018-01-14,2018-01-12,AusPost,Standard,Delivered,0.0,True,49.0,7.85,none,5.0,8.0,Afternoon,4.3706,False,0.354
HDEL001244,HORD001244,2018-08-04,2018-08-10,2018-08-08,DHL,Standard,Delivered,0.0,True,28.0,10.52,none,6.0,9.0,Anytime,5.2582,False,0.35
HDEL001245,HORD001245,2018-09-30,2018-10-04,2018-10-04,DHL,Standard,Delivered,0.0,True,4.0,6.24,none,4.0,9.0,Morning,1.6639,True,0.407
HDEL001246,HORD001246,2018-08-09,2018-08-14,2018-08-14,Direct Freight,Standard,Delivered,0.0,True,51.0,13.83,none,5.0,7.0,Morning,6.2019,False,0.447
HDEL001247,HORD001247,2018-12-26,2018-12-30,2018-12-30,Direct Freight,Express,Delivered,0.0,True,63.0,16.21,none,4.0,3.0,Anytime,7.4297,True,0.507
HDEL001248,HORD001248,2018-03-20,2018-03-23,2018-03-23,StarTrack,Standard,Delivered,0.0,True,30.0,9.18,none,3.0,9.0,Anytime,4.4785,True,0.812
HDEL001249,HORD001249,2018-04-26,2018-04-30,2018-04-29,StarTrack,Express,Delivered,0.0,True,22.0,18.59,none,4.0,7.0,Morning,6.163,True,1.088
HDEL001250,HORD001250,2018-02-08,2018-02-12,2018-02-12,DHL,Standard,Delivered,0.0,True,19.0,11.07,none,4.0,9.0,Anytime,5.9827,False,0.478
HDEL001251,HORD001251,2018-05-24,2018-05-31,2018-05-29,DHL,Express,Delivered,0.0,True,23.0,13.45,none,7.0,9.0,Anytime,1.6352,True,0.443
HDEL001252,HORD001252,2018-07-03,2018-07-08,2018-07-06,AusPost,Standard,Delivered,0.0,True,60.0,10.12,none,5.0,4.0,Anytime,3.9883,True,1.009
HDEL001253,HORD001253,2018-07-22,2018-07-27,2018-07-27,DHL,Standard,Delivered,0.0,True,28.0,10.1,none,5.0,6.0,Afternoon,6.4246,True,0.501
HDEL001254,HORD001254,2018-12-31,2019-01-03,2019-01-06,Direct Freight,Standard,Delivered,3.0,False,49.0,7.76,carrier_capacity,3.0,6.0,Afternoon,4.2331,False,0.414
HDEL001255,HORD001255,2018-09-07,2018-09-10,2018-09-08,AusPost,Standard,Delivered,0.0,True,12.0,6.63,none,3.0,8.0,Afternoon,2.1289,True,0.353
HDEL001256,HORD001256,2018-03-23,2018-03-28,2018-03-28,DHL,Express,Delivered,0.0,True,44.0,18.92,none,5.0,6.0,Morning,5.0303,True,0.419
HDEL001257,HORD001257,2018-04-28,2018-05-02,2018-05-01,StarTrack,Standard,Delivered,0.0,True,4.0,7.23,none,4.0,3.0,Anytime,3.843,True,0.47
HDEL001258,HORD001258,2018-12-02,2018-12-07,2018-12-07,AusPost,Standard,Delivered,0.0,True,38.0,9.68,none,5.0,4.0,Morning,7.1467,True,0.499
HDEL001259,HORD001259,2018-07-24,2018-07-28,2018-07-27,StarTrack,Standard,Delivered,0.0,True,53.0,10.28,none,4.0,9.0,Afternoon,4.1841,True,0.408
HDEL001260,HORD001260,2018-08-18,2018-08-22,2018-08-20,AusPost,Standard,Delivered,0.0,True,49.0,11.11,none,4.0,4.0,Anytime,3.1272,True,1.577
HDEL001261,HORD001261,2018-04-23,2018-04-27,2018-04-25,StarTrack,Standard,Delivered,0.0,True,41.0,7.11,none,4.0,6.0,Anytime,3.286,False,0.291
HDEL001262,HORD001262,2018-08-18,2018-08-21,2018-08-19,DHL,Standard,Delivered,0.0,True,50.0,10.17,none,3.0,4.0,Afternoon,5.5854,True,0.417
HDEL001263,HORD001263,2018-07-11,2018-07-16,2018-07-21,Direct Freight,Express,Delivered,5.0,False,25.0,20.21,carrier_capacity,5.0,5.0,Morning,4.4985,True,1.174
HDEL001264,HORD001264,2018-11-17,2018-11-22,2018-11-22,AusPost,Standard,Delivered,0.0,True,46.0,8.88,none,5.0,3.0,Afternoon,7.7128,True,0.496
HDEL001265,HORD001265,2018-01-26,2018-02-02,2018-02-03,DHL,Standard,Delivered,1.0,False,73.0,8.06,weather,7.0,6.0,Anytime,2.3052,True,0.899
HDEL001266,HORD001266,2018-05-09,2018-05-13,2018-05-11,Direct Freight,Standard,Delivered,0.0,True,13.0,9.42,none,4.0,4.0,Morning,5.5236,True,0.636
HDEL001267,HORD001267,2018-01-05,2018-01-12,2018-01-10,DHL,Standard,Delivered,0.0,True,67.0,7.82,none,7.0,5.0,Anytime,1.0859,True,1.188
HDEL001268,HORD001268,2018-08-02,2018-08-09,2018-08-07,Direct Freight,Standard,Delivered,0.0,True,49.0,8.76,none,7.0,7.0,Afternoon,0.7955,True,0.407
HDEL001269,HORD001269,2018-08-29,2018-09-03,2018-09-01,Direct Freight,Standard,Delivered,0.0,True,5.0,14.75,none,5.0,6.0,Afternoon,7.7395,True,1.292
HDEL001270,HORD001270,2018-04-08,2018-04-13,2018-04-12,StarTrack,Standard,Delivered,0.0,True,52.0,6.17,none,5.0,4.0,Anytime,2.1289,False,0.251
HDEL001271,HORD001271,2018-08-02,2018-08-08,2018-08-06,Direct Freight,Standard,Delivered,0.0,True,17.0,9.74,none,6.0,8.0,Morning,3.083,True,1.127
HDEL001272,HORD001272,2018-02-18,2018-02-24,2018-02-22,DHL,Standard,Delivered,0.0,True,32.0,11.49,none,6.0,7.0,Anytime,6.5932,True,1.038
HDEL001273,HORD001273,2018-01-10,2018-01-16,2018-01-20,DHL,Standard,Delivered,4.0,False,31.0,8.96,weather,6.0,9.0,Anytime,3.9471,True,0.394
HDEL001274,HORD001274,2018-11-15,2018-11-20,2018-11-18,Direct Freight,Standard,Delivered,0.0,True,72.0,11.02,none,5.0,8.0,Afternoon,8.6104,True,1.681
HDEL001275,HORD001275,2018-11-17,2018-11-22,2018-11-26,StarTrack,Standard,Delivered,4.0,False,62.0,7.68,weather,5.0,5.0,Morning,5.6803,False,0.377
HDEL001276,HORD001276,2018-09-22,2018-09-26,2018-09-24,Direct Freight,Standard,Delivered,0.0,True,73.0,9.63,none,4.0,3.0,Anytime,7.306,True,1.169
HDEL001277,HORD001277,2018-03-23,2018-03-28,2018-03-28,DHL,Standard,Delivered,0.0,True,10.0,5.41,none,5.0,8.0,Anytime,0.5217,True,0.302
HDEL001278,HORD001278,2018-05-30,2018-06-02,2018-06-01,AusPost,Standard,Delivered,0.0,True,7.0,8.95,none,3.0,4.0,Anytime,5.0614,False,0.399
HDEL001279,HORD001279,2018-08-05,2018-08-12,2018-08-10,AusPost,Standard,Delivered,0.0,True,53.0,8.35,none,7.0,6.0,Anytime,1.131,True,0.89
HDEL001280,HORD001280,2018-05-24,2018-05-29,2018-05-28,DHL,Standard,Delivered,0.0,True,71.0,8.49,none,5.0,4.0,Morning,6.3388,True,1.159
HDEL001281,HORD001281,2018-04-13,2018-04-18,2018-04-16,Direct Freight,Standard,Delivered,0.0,True,13.0,5.61,none,5.0,9.0,Morning,1.0315,True,0.301
HDEL001282,HORD001282,2018-10-01,2018-10-06,2018-10-06,AusPost,Standard,Delivered,0.0,True,58.0,9.83,none,5.0,3.0,Afternoon,4.8578,True,0.47
HDEL001283,HORD001283,2018-07-13,2018-07-16,2018-07-15,StarTrack,Express,Delivered,0.0,True,57.0,19.62,none,3.0,4.0,Afternoon,2.9193,True,1.036
HDEL001284,HORD001284,2018-12-01,2018-12-07,2018-12-05,StarTrack,Standard,Delivered,0.0,True,11.0,9.44,none,6.0,4.0,Morning,8.8063,True,0.597
HDEL001285,HORD001285,2018-10-03,2018-10-06,2018-10-06,AusPost,Standard,Delivered,0.0,True,71.0,9.47,none,3.0,8.0,Anytime,6.3782,False,0.497
HDEL001286,HORD001286,2018-12-24,2018-12-31,2019-01-01,DHL,Standard,Delivered,1.0,False,68.0,8.03,weather,7.0,4.0,Afternoon,3.9556,True,0.366
HDEL001287,HORD001287,2018-11-12,2018-11-18,2018-11-17,AusPost,Standard,Delivered,0.0,True,56.0,11.25,none,6.0,5.0,Afternoon,7.1722,True,0.562
HDEL001288,HORD001288,2018-06-19,2018-06-23,2018-06-23,AusPost,Standard,Delivered,0.0,True,13.0,11.34,none,4.0,7.0,Afternoon,4.573,True,0.446
HDEL001289,HORD001289,2018-12-15,2018-12-19,2018-12-19,DHL,Standard,Delivered,0.0,True,17.0,9.74,none,4.0,3.0,Morning,8.5452,True,0.611
HDEL001290,HORD001290,2018-01-29,2018-02-05,2018-02-05,AusPost,Express,Delivered,0.0,True,38.0,13.07,none,7.0,5.0,Afternoon,1.2394,True,0.41
HDEL001291,HORD001291,2018-12-08,2018-12-12,2018-12-11,AusPost,Standard,Delivered,0.0,True,3.0,8.82,none,4.0,4.0,Afternoon,4.0031,True,0.517
HDEL001292,HORD001292,2018-04-24,2018-04-30,2018-04-30,Direct Freight,Standard,Delivered,0.0,True,13.0,10.31,none,6.0,9.0,Anytime,5.9357,True,0.395
HDEL001293,HORD001293,2018-06-06,2018-06-10,2018-06-10,DHL,Express,Delivered,0.0,True,64.0,26.0,none,4.0,5.0,Anytime,8.7076,True,0.569
HDEL001294,HORD001294,2018-08-28,2018-09-01,2018-08-30,DHL,Standard,Delivered,0.0,True,8.0,11.34,none,4.0,8.0,Anytime,6.063,True,0.469
HDEL001295,HORD001295,2018-01-24,2018-01-29,2018-01-28,StarTrack,Express,Delivered,0.0,True,50.0,15.75,none,5.0,4.0,Morning,8.1012,True,0.515
HDEL001296,HORD001296,2018-01-26,2018-01-31,2018-01-31,AusPost,Standard,Delivered,0.0,True,49.0,8.43,none,5.0,9.0,Morning,6.4289,False,0.396
HDEL001297,HORD001297,2018-07-20,2018-07-24,2018-07-22,AusPost,Standard,Delivered,0.0,True,69.0,9.88,none,4.0,5.0,Morning,4.2331,True,0.993
HDEL001298,HORD001298,2018-09-29,2018-10-03,2018-10-03,AusPost,Standard,Delivered,0.0,True,63.0,7.68,none,4.0,3.0,Afternoon,3.6762,False,0.367
HDEL001299,HORD001299,2018-07-25,2018-07-30,2018-07-28,StarTrack,Standard,Delivered,0.0,True,16.0,12.94,none,5.0,5.0,Morning,6.6085,True,0.553
HDEL001300,HORD001300,2018-04-17,2018-04-21,2018-04-21,DHL,Standard,Delivered,0.0,True,41.0,8.45,none,4.0,7.0,Anytime,5.4352,True,0.55
HDEL001301,HORD001301,2018-08-01,2018-08-06,2018-08-06,Direct Freight,Standard,Delivered,0.0,True,42.0,9.12,none,5.0,4.0,Anytime,1.5951,True,0.496
HDEL001302,HORD001302,2018-08-12,2018-08-16,2018-08-15,Direct Freight,Standard,Delivered,0.0,True,58.0,11.5,none,4.0,8.0,Anytime,4.2688,True,0.494
HDEL001303,HORD001303,2018-01-14,2018-01-18,2018-01-16,DHL,Express,Delivered,0.0,True,70.0,16.99,none,4.0,8.0,Morning,6.0753,True,0.493
HDEL001304,HORD001304,2018-04-23,2018-04-26,2018-04-24,Direct Freight,Standard,Delivered,0.0,True,24.0,10.75,none,3.0,9.0,Morning,7.1722,True,1.012
HDEL001305,HORD001305,2018-01-15,2018-01-21,2018-01-25,DHL,Express,Delivered,4.0,False,15.0,19.75,carrier_capacity,6.0,9.0,Afternoon,6.6085,True,1.415
HDEL001306,HORD001306,2018-12-10,2018-12-14,2018-12-12,AusPost,Standard,Delivered,0.0,True,21.0,8.2,none,4.0,5.0,Afternoon,6.3128,True,1.221
HDEL001307,HORD001307,2018-11-16,2018-11-19,2018-11-17,Direct Freight,Standard,Delivered,0.0,True,46.0,12.14,none,3.0,4.0,Afternoon,8.0082,True,1.205
HDEL001308,HORD001308,2018-10-10,2018-10-13,2018-10-11,AusPost,Express,Delivered,0.0,True,51.0,16.87,none,3.0,5.0,Anytime,5.3787,True,1.054
HDEL001309,HORD001309,2018-01-23,2018-01-28,2018-01-27,StarTrack,Standard,Delivered,0.0,True,72.0,10.14,none,5.0,7.0,Afternoon,6.7151,True,0.452
HDEL001310,HORD001310,2018-07-19,2018-07-25,2018-07-24,Direct Freight,Standard,Delivered,0.0,True,71.0,12.26,none,6.0,9.0,Anytime,8.1751,False,0.445
HDEL001311,HORD001311,2018-01-08,2018-01-14,2018-01-12,DHL,Standard,Delivered,0.0,True,62.0,8.67,none,6.0,8.0,Morning,6.2095,True,0.472
HDEL001312,HORD001312,2018-04-17,2018-04-23,2018-04-21,StarTrack,Standard,Delivered,0.0,True,48.0,10.85,none,6.0,7.0,Anytime,9.458,False,0.468
HDEL001313,HORD001313,2018-09-09,2018-09-13,2018-09-13,StarTrack,Standard,Delivered,0.0,True,58.0,8.12,none,4.0,5.0,Anytime,2.522,False,0.303
HDEL001314,HORD001314,2018-08-17,2018-08-20,2018-08-19,AusPost,Standard,Delivered,0.0,True,55.0,10.42,none,3.0,4.0,Anytime,4.2256,True,0.596
HDEL001315,HORD001315,2018-08-25,2018-08-30,2018-08-29,StarTrack,Standard,Delivered,0.0,True,22.0,11.93,none,5.0,5.0,Afternoon,8.0821,True,0.487
HDEL001316,HORD001316,2018-12-01,2018-12-04,2018-12-04,DHL,Standard,Delivered,0.0,True,69.0,8.92,none,3.0,8.0,Morning,7.5164,False,1.07
HDEL001317,HORD001317,2018-05-30,2018-06-03,2018-06-04,Direct Freight,Standard,Delivered,1.0,False,5.0,8.1,carrier_capacity,4.0,3.0,Morning,5.0889,True,1.14
HDEL001318,HORD001318,2018-02-21,2018-02-24,2018-02-24,AusPost,Standard,Delivered,0.0,True,10.0,9.41,none,3.0,6.0,Anytime,6.6114,False,0.41
HDEL001319,HORD001319,2018-10-28,2018-11-02,2018-10-31,Direct Freight,Standard,Delivered,0.0,True,30.0,5.59,none,5.0,9.0,Morning,0.5576,False,0.213
HDEL001320,HORD001320,2018-09-19,2018-09-25,2018-09-23,AusPost,Standard,Delivered,0.0,True,30.0,9.33,none,6.0,7.0,Anytime,6.5391,False,0.812
HDEL001321,HORD001321,2018-06-11,2018-06-18,2018-06-17,StarTrack,Express,Delivered,0.0,True,32.0,21.46,none,7.0,4.0,Morning,7.353,True,0.458
HDEL001322,HORD001322,2019-01-01,2019-01-05,2019-01-03,Direct Freight,Standard,Delivered,0.0,True,44.0,7.68,none,4.0,9.0,Afternoon,4.573,False,0.329
HDEL001323,HORD001323,2018-02-04,2018-02-08,2018-02-06,StarTrack,Standard,Delivered,0.0,True,64.0,10.76,none,4.0,3.0,Morning,5.8441,False,0.357
HDEL001324,HORD001324,2018-07-21,2018-07-28,2018-08-01,StarTrack,Standard,Delivered,4.0,False,69.0,14.04,warehouse_congestion,7.0,6.0,Anytime,6.4285,True,1.547
HDEL001325,HORD001325,2018-06-13,2018-06-16,2018-06-15,Direct Freight,Standard,Delivered,0.0,True,23.0,11.89,none,3.0,8.0,Anytime,7.0295,True,0.486
HDEL001326,HORD001326,2018-03-01,2018-03-06,2018-03-04,AusPost,Express,Delivered,0.0,True,61.0,18.54,none,5.0,8.0,Anytime,6.5212,False,0.435
HDEL001327,HORD001327,2018-08-03,2018-08-10,2018-08-08,Direct Freight,Express,Delivered,0.0,True,9.0,21.57,none,7.0,7.0,Morning,7.6606,True,0.492
HDEL001328,HORD001328,2018-08-23,2018-08-28,2018-08-27,AusPost,Standard,Delivered,0.0,True,44.0,14.11,none,5.0,7.0,Afternoon,9.8879,True,0.556
HDEL001329,HORD001329,2018-09-18,2018-09-24,2018-09-24,StarTrack,Standard,Delivered,0.0,True,12.0,9.26,none,6.0,3.0,Morning,9.2213,True,0.573
HDEL001330,HORD001330,2018-03-13,2018-03-17,2018-03-16,Direct Freight,Standard,Delivered,0.0,True,37.0,6.87,none,4.0,3.0,Afternoon,1.2126,True,0.362
HDEL001331,HORD001331,2018-10-31,2018-11-04,2018-11-04,Direct Freight,Standard,Delivered,0.0,True,19.0,9.73,none,4.0,3.0,Morning,4.3804,True,0.384
HDEL001332,HORD001332,2018-09-14,2018-09-18,2018-09-20,StarTrack,Standard,Delivered,2.0,False,62.0,12.35,carrier_capacity,4.0,9.0,Morning,8.5047,True,0.907
HDEL001333,HORD001333,2018-12-12,2018-12-19,2018-12-18,DHL,Standard,Delivered,0.0,True,26.0,8.9,none,7.0,9.0,Anytime,6.972,True,1.26
HDEL001334,HORD001334,2018-05-27,2018-06-02,2018-06-01,AusPost,Standard,Delivered,0.0,True,55.0,8.45,none,6.0,5.0,Anytime,5.5854,False,0.399
HDEL001335,HORD001335,2018-07-16,2018-07-21,2018-07-23,DHL,Express,Delivered,2.0,False,20.0,24.72,carrier_capacity,5.0,5.0,Anytime,7.4297,True,0.473
HDEL001336,HORD001336,2018-08-25,2018-08-31,2018-09-04,AusPost,Express,Delivered,4.0,False,38.0,19.34,warehouse_congestion,6.0,8.0,Anytime,1.6352,False,0.261
HDEL001337,HORD001337,2018-11-08,2018-11-15,2018-11-15,StarTrack,Standard,Delivered,0.0,True,36.0,8.83,none,7.0,6.0,Afternoon,5.9106,False,1.128
HDEL001338,HORD001338,2018-03-10,2018-03-16,2018-03-16,DHL,Standard,Delivered,0.0,True,43.0,13.0,none,6.0,9.0,Morning,10.0462,True,0.59
HDEL001339,HORD001339,2018-10-24,2018-10-29,2018-11-01,AusPost,Standard,Delivered,3.0,False,9.0,8.19,carrier_capacity,5.0,7.0,Anytime,5.0262,True,0.333
HDEL001340,HORD001340,2018-03-02,2018-03-08,2018-03-07,Direct Freight,Standard,Delivered,0.0,True,14.0,6.88,none,6.0,4.0,Afternoon,4.2688,True,0.6
HDEL001341,HORD001341,2018-08-21,2018-08-25,2018-08-23,DHL,Express,Delivered,0.0,True,21.0,20.24,none,4.0,9.0,Anytime,4.5274,False,0.324
HDEL001342,HORD001342,2018-07-10,2018-07-16,2018-07-14,DHL,Standard,Delivered,0.0,True,16.0,11.62,none,6.0,4.0,Anytime,5.6649,True,0.566
HDEL001343,HORD001343,2018-08-09,2018-08-13,2018-08-12,DHL,Standard,Delivered,0.0,True,34.0,11.13,none,4.0,8.0,Afternoon,4.3706,False,0.312
HDEL001344,HORD001344,2018-01-15,2018-01-21,2018-01-24,DHL,Standard,Delivered,3.0,False,73.0,7.29,warehouse_congestion,6.0,6.0,Afternoon,1.6376,True,0.747
HDEL001345,HORD001345,2018-04-30,2018-05-07,2018-05-06,AusPost,Standard,Delivered,0.0,True,11.0,6.38,none,7.0,7.0,Morning,0.7974,True,0.346
HDEL001346,HORD001346,2018-09-25,2018-09-29,2018-09-29,Direct Freight,Standard,Delivered,0.0,True,33.0,11.45,none,4.0,3.0,Anytime,7.4295,False,0.474
HDEL001347,HORD001347,2018-01-27,2018-02-02,2018-01-31,AusPost,Express,Delivered,0.0,True,18.0,16.03,none,6.0,4.0,Afternoon,2.1106,True,0.302
HDEL001348,HORD001348,2018-08-14,2018-08-18,2018-08-17,Direct Freight,Standard,Delivered,0.0,True,67.0,11.94,none,4.0,7.0,Anytime,4.2176,True,0.754
HDEL001349,HORD001349,2019-01-01,2019-01-04,2019-01-02,StarTrack,Standard,Delivered,0.0,True,28.0,7.92,none,3.0,4.0,Morning,3.968,True,0.475
HDEL001350,HORD001350,2018-08-14,2018-08-20,2018-08-19,DHL,Standard,Delivered,0.0,True,23.0,12.0,none,6.0,3.0,Anytime,4.1646,True,0.46
HDEL001351,HORD001351,2018-04-11,2018-04-14,2018-04-12,StarTrack,Standard,Delivered,0.0,True,63.0,7.37,none,3.0,4.0,Afternoon,5.1273,True,0.428
HDEL001352,HORD001352,2018-04-22,2018-04-28,2018-04-26,Direct Freight,Standard,Delivered,0.0,True,15.0,7.37,none,6.0,8.0,Morning,1.5241,False,0.278
HDEL001353,HORD001353,2018-10-26,2018-10-29,2018-10-27,StarTrack,Standard,Delivered,0.0,True,34.0,10.14,none,3.0,8.0,Anytime,5.0545,True,0.86
HDEL001354,HORD001354,2018-09-29,2018-10-06,2018-10-06,StarTrack,Standard,Delivered,0.0,True,40.0,10.43,none,7.0,4.0,Afternoon,6.275,True,0.372
HDEL001355,HORD001355,2018-12-14,2018-12-20,2018-12-19,AusPost,Standard,Delivered,0.0,True,60.0,10.2,none,6.0,4.0,Morning,9.9452,True,0.606
HDEL001356,HORD001356,2018-10-01,2018-10-05,2018-10-04,Direct Freight,Standard,Delivered,0.0,True,34.0,10.67,none,4.0,8.0,Morning,5.6528,True,0.481
HDEL001357,HORD001357,2018-07-09,2018-07-15,2018-07-18,Direct Freight,Standard,Delivered,3.0,False,60.0,9.5,warehouse_congestion,6.0,9.0,Anytime,1.5642,True,1.636
HDEL001358,HORD001358,2018-09-23,2018-09-29,2018-09-29,AusPost,Express,Delivered,0.0,True,31.0,17.21,none,6.0,9.0,Morning,2.9597,True,0.369
HDEL001359,HORD001359,2018-12-10,2018-12-15,2018-12-15,StarTrack,Standard,Delivered,0.0,True,68.0,8.64,none,5.0,4.0,Anytime,6.1878,True,0.506
HDEL001360,HORD001360,2018-02-12,2018-02-19,2018-02-18,StarTrack,Standard,Delivered,0.0,True,63.0,9.26,none,7.0,8.0,Afternoon,3.7755,True,0.393
HDEL001361,HORD001361,2018-06-04,2018-06-09,2018-06-11,Direct Freight,Standard,Delivered,2.0,False,50.0,8.9,carrier_capacity,5.0,3.0,Afternoon,2.6944,True,0.295
HDEL001362,HORD001362,2018-08-28,2018-09-04,2018-09-04,StarTrack,Standard,Delivered,0.0,True,37.0,12.22,none,7.0,5.0,Morning,5.115,False,0.474
HDEL001363,HORD001363,2018-09-22,2018-09-27,2018-09-26,StarTrack,Standard,Delivered,0.0,True,58.0,8.41,none,5.0,9.0,Afternoon,5.1815,True,0.484
HDEL001364,HORD001364,2018-01-04,2018-01-09,2018-01-08,StarTrack,Express,Delivered,0.0,True,30.0,16.84,none,5.0,9.0,Anytime,5.9827,True,0.641
HDEL001365,HORD001365,2018-11-01,2018-11-06,2018-11-06,StarTrack,Standard,Delivered,0.0,True,56.0,8.06,none,5.0,6.0,Anytime,4.2942,False,0.404
HDEL001366,HORD001366,2018-09-04,2018-09-11,2018-09-11,StarTrack,Express,Delivered,0.0,True,32.0,19.49,none,7.0,3.0,Anytime,7.7113,True,1.036
HDEL001367,HORD001367,2018-05-19,2018-05-24,2018-05-24,DHL,Standard,Delivered,0.0,True,66.0,10.67,none,5.0,7.0,Afternoon,8.5318,True,0.451
HDEL001368,HORD001368,2018-05-07,2018-05-12,2018-05-10,Direct Freight,Standard,Delivered,0.0,True,50.0,8.26,none,5.0,4.0,Anytime,3.7018,False,0.321
