product_id,product_name,category,brand,unit_price,unit_cost,launch_year,warranty_months,weight_kg,product_sku,subcategory,model_family,colour,supplier_id,supplier_country,launch_date,tax_category,package_type,recyclable_packaging,active_flag
PRD0131,Candle Edge 230,Laptop,Candle,1214.27,836.6,2017.0,24.0,1.125,SKU-CAN00131,Ultrabook,Edge,Black,SUP020,Korea,2017-04-10,GST_STANDARD,Protective case,False,True
PRD0132,Vela Nova 231,Smartphone,Vela,713.61,356.21,2014.0,24.0,0.171,SKU-VEL00132,5G Smartphone,Echo,Blue,SUP021,China,2014-02-01,GST_STANDARD,Recycled box,True,True
PRD0133,Candle Shift 232,Tablet,Candle,289.57,213.4,2016.0,24.0,0.611,SKU-CAN00133,Productivity Tablet,Flux,Silver,SUP022,Japan,2016-06-06,GST_STANDARD,Recycled box,True,True
PRD0134,Vela Atlas 233,Home Entertainment,Vela,3468.51,1677.97,2012.0,24.0,8.584,SKU-VEL00134,Smart Display,Halo,White,SUP023,Korea,2012-09-27,GST_STANDARD,Protective case,True,True
PRD0135,Candle Flux 234,Audio,Candle,800.53,463.98,2014.0,12.0,0.614,SKU-CAN00135,Wireless Audio,Lumen,Gold,SUP024,Vietnam,2014-03-25,GST_STANDARD,Protective case,True,True
PRD0136,Vela Pulse 235,Smart Home,Vela,107.5,67.85,2012.0,12.0,0.483,SKU-VEL00136,Home Automation,Nova,Red,SUP025,Vietnam,2012-10-03,GST_STANDARD,Protective case,True,True
PRD0137,Candle Vista 236,Gaming,Candle,598.84,290.97,2013.0,24.0,1.645,SKU-CAN00137,Gaming Hardware,Orbit,Gold,SUP026,Australia,2013-08-25,GST_STANDARD,Protective case,True,True
PRD0138,Vela Core 237,Wearable,Vela,316.0,188.71,2015.0,12.0,0.125,SKU-VEL00138,Health Wearable,Pulse,Green,SUP027,Japan,2015-06-10,GST_STANDARD,Recycled box,False,True
PRD0139,Candle Lumen 238,Networking,Candle,1414.96,745.84,2012.0,24.0,0.506,SKU-CAN00139,Connected Network,Quest,Green,SUP028,China,2012-02-09,GST_STANDARD,Protective case,True,True
PRD0140,Vela Ridge 239,Accessory,Vela,54.35,40.72,2014.0,12.0,0.178,SKU-VEL00140,Mobile Accessory,Ridge,Silver,SUP029,Australia,2014-05-17,GST_STANDARD,Recycled box,True,True
PRD0141,Candle Arc 240,Laptop,Candle,2490.91,1421.63,2017.0,24.0,1.203,SKU-CAN00141,Ultrabook,Shift,Black,SUP030,Malaysia,2017-07-02,GST_STANDARD,Recycled box,True,True
PRD0142,Vela Echo 241,Smartphone,Vela,1815.54,1253.87,2013.0,24.0,0.297,SKU-VEL00142,5G Smartphone,Spark,Silver,SUP031,China,2013-11-21,GST_STANDARD,Box,True,True
PRD0143,Candle Orbit 242,Tablet,Candle,1501.79,964.47,2015.0,24.0,0.543,SKU-CAN00143,Productivity Tablet,Vista,Red,SUP032,Vietnam,2015-01-10,GST_STANDARD,Box,True,True
PRD0144,Vela Spark 243,Home Entertainment,Vela,1126.55,664.07,2017.0,24.0,6.048,SKU-VEL00144,Smart Display,Wave,Black,SUP033,Japan,2017-01-16,GST_STANDARD,Box,True,True
PRD0145,Candle Bloom 244,Audio,Candle,1050.7,576.62,2012.0,12.0,0.352,SKU-CAN00145,Wireless Audio,Arc,Graphite,SUP034,Japan,2012-03-12,GST_STANDARD,Protective case,True,True
PRD0146,Vela Halo 245,Smart Home,Vela,795.49,510.3,2013.0,12.0,0.37,SKU-VEL00146,Home Automation,Atlas,White,SUP035,Korea,2013-11-24,GST_STANDARD,Box,True,True
PRD0147,Candle Quest 246,Gaming,Candle,94.45,64.01,2013.0,24.0,1.229,SKU-CAN00147,Gaming Hardware,Bloom,Red,SUP036,Korea,2013-01-13,GST_STANDARD,Box,True,True
PRD0148,Vela Wave 247,Wearable,Vela,784.78,397.65,2012.0,12.0,0.144,SKU-VEL00148,Health Wearable,Core,Gold,SUP037,Japan,2012-05-09,GST_STANDARD,Recycled box,True,True
PRD0149,Candle Edge 248,Networking,Candle,217.37,104.67,2013.0,24.0,0.801,SKU-CAN00149,Connected Network,Edge,Green,SUP001,Australia,2013-09-20,GST_STANDARD,Box,True,True
PRD0150,Vela Nova 249,Accessory,Vela,27.72,14.8,2017.0,12.0,0.18,SKU-VEL00150,Mobile Accessory,Echo,Blue,SUP002,China,2017-12-07,GST_STANDARD,Box,True,True
PRD0151,Candle Shift 250,Laptop,Candle,1779.3,1205.47,2014.0,24.0,1.432,SKU-CAN00151,Ultrabook,Flux,Gold,SUP003,Vietnam,2014-11-10,GST_STANDARD,Box,True,True
PRD0152,Vela Atlas 251,Smartphone,Vela,476.3,277.0,2016.0,24.0,0.195,SKU-VEL00152,5G Smartphone,Halo,Red,SUP004,Malaysia,2016-08-23,GST_STANDARD,Recycled box,False,True
PRD0153,Candle Flux 252,Tablet,Candle,926.23,693.84,2013.0,24.0,0.805,SKU-CAN00153,Productivity Tablet,Lumen,Green,SUP005,Malaysia,2013-07-16,GST_STANDARD,Protective case,True,True
PRD0154,Vela Pulse 253,Home Entertainment,Vela,1575.91,942.95,2016.0,24.0,7.766,SKU-VEL00154,Smart Display,Nova,Green,SUP006,Malaysia,2016-04-12,GST_STANDARD,Protective case,True,True
PRD0155,Candle Vista 254,Audio,Candle,237.13,171.41,2017.0,12.0,0.441,SKU-CAN00155,Wireless Audio,Orbit,Green,SUP007,China,2017-11-04,GST_STANDARD,Box,False,True
PRD0156,Vela Core 255,Smart Home,Vela,681.59,397.56,2017.0,12.0,0.36,SKU-VEL00156,Home Automation,Pulse,Black,SUP008,Vietnam,2017-01-09,GST_STANDARD,Protective case,True,True
PRD0157,Candle Lumen 256,Gaming,Candle,2583.38,1327.95,2016.0,24.0,1.366,SKU-CAN00157,Gaming Hardware,Quest,Green,SUP009,Malaysia,2016-04-03,GST_STANDARD,Protective case,True,True
PRD0158,Vela Ridge 257,Wearable,Vela,464.07,261.8,2015.0,12.0,0.127,SKU-VEL00158,Health Wearable,Ridge,Black,SUP010,Japan,2015-03-22,GST_STANDARD,Box,True,True
PRD0159,Candle Arc 258,Networking,Candle,1165.58,822.67,2014.0,24.0,0.74,SKU-CAN00159,Connected Network,Shift,Blue,SUP011,Malaysia,2014-10-21,GST_STANDARD,Protective case,True,True
PRD0160,Vela Echo 259,Accessory,Vela,263.81,191.6,2017.0,12.0,0.244,SKU-VEL00160,Mobile Accessory,Spark,Blue,SUP012,Australia,2017-05-13,GST_STANDARD,Box,False,True
PRD0161,Candle Orbit 260,Laptop,Candle,1014.36,665.15,2013.0,24.0,1.913,SKU-CAN00161,Ultrabook,Vista,Silver,SUP013,Australia,2013-04-05,GST_STANDARD,Box,True,True
PRD0162,Vela Spark 261,Smartphone,Vela,441.75,309.63,2015.0,24.0,0.174,SKU-VEL00162,5G Smartphone,Wave,Silver,SUP014,Malaysia,2015-02-26,GST_STANDARD,Protective case,True,True
PRD0163,Candle Bloom 262,Tablet,Candle,1539.62,865.33,2013.0,24.0,0.491,SKU-CAN00163,Productivity Tablet,Arc,Green,SUP015,China,2013-10-23,GST_STANDARD,Protective case,True,True
PRD0164,Vela Halo 263,Home Entertainment,Vela,1852.48,1046.9,2015.0,24.0,7.49,SKU-VEL00164,Smart Display,Atlas,Green,SUP016,Australia,2015-06-09,GST_STANDARD,Recycled box,True,True
PRD0165,Candle Quest 264,Audio,Candle,722.38,357.67,2012.0,12.0,0.602,SKU-CAN00165,Wireless Audio,Bloom,Graphite,SUP017,Vietnam,2012-03-25,GST_STANDARD,Box,False,True
PRD0166,Vela Wave 265,Smart Home,Vela,833.21,424.28,2017.0,12.0,0.357,SKU-VEL00166,Home Automation,Core,White,SUP018,China,2017-08-13,GST_STANDARD,Recycled box,True,True
PRD0167,Candle Edge 266,Gaming,Candle,1781.84,1317.09,2017.0,24.0,1.288,SKU-CAN00167,Gaming Hardware,Edge,White,SUP019,Australia,2017-08-17,GST_STANDARD,Box,True,True
PRD0168,Vela Nova 267,Wearable,Vela,325.2,178.89,2014.0,12.0,0.134,SKU-VEL00168,Health Wearable,Echo,Red,SUP020,Japan,2014-08-06,GST_STANDARD,Recycled box,True,True
PRD0169,Candle Shift 268,Networking,Candle,1057.68,790.09,2013.0,24.0,0.561,SKU-CAN00169,Connected Network,Flux,Blue,SUP021,Korea,2013-07-24,GST_STANDARD,Protective case,False,True
PRD0170,Vela Atlas 269,Accessory,Vela,71.95,44.46,2012.0,12.0,0.177,SKU-VEL00170,Mobile Accessory,Halo,Silver,SUP022,China,2012-08-02,GST_STANDARD,Protective case,True,True
PRD0171,Candle Flux 270,Laptop,Candle,1187.41,673.65,2013.0,24.0,1.194,SKU-CAN00171,Ultrabook,Lumen,Graphite,SUP023,Japan,2013-06-15,GST_STANDARD,Box,False,True
PRD0172,Vela Pulse 271,Smartphone,Vela,1821.63,1043.48,2017.0,24.0,0.189,SKU-VEL00172,5G Smartphone,Nova,Gold,SUP024,Malaysia,2017-11-03,GST_STANDARD,Protective case,True,True
PRD0173,Candle Vista 272,Tablet,Candle,1377.08,904.03,2013.0,24.0,0.662,SKU-CAN00173,Productivity Tablet,Orbit,Gold,SUP025,Vietnam,2013-05-19,GST_STANDARD,Box,True,True
PRD0174,Vela Core 273,Home Entertainment,Vela,3910.58,2780.52,2014.0,24.0,7.618,SKU-VEL00174,Smart Display,Pulse,Red,SUP026,Korea,2014-02-13,GST_STANDARD,Recycled box,True,True
PRD0175,Candle Lumen 274,Audio,Candle,760.09,467.24,2014.0,12.0,0.42,SKU-CAN00175,Wireless Audio,Quest,Red,SUP027,Vietnam,2014-04-27,GST_STANDARD,Box,True,True
PRD0176,Vela Ridge 275,Smart Home,Vela,796.11,536.88,2017.0,12.0,0.474,SKU-VEL00176,Home Automation,Ridge,Silver,SUP028,Vietnam,2017-02-26,GST_STANDARD,Box,True,True
PRD0177,Candle Arc 276,Gaming,Candle,500.75,266.29,2016.0,24.0,0.884,SKU-CAN00177,Gaming Hardware,Shift,Gold,SUP029,China,2016-06-05,GST_STANDARD,Recycled box,False,True
PRD0178,Vela Echo 277,Wearable,Vela,317.56,195.45,2016.0,12.0,0.138,SKU-VEL00178,Health Wearable,Spark,Red,SUP030,Australia,2016-12-01,GST_STANDARD,Protective case,True,True
PRD0179,Candle Orbit 278,Networking,Candle,1156.54,806.19,2017.0,24.0,0.787,SKU-CAN00179,Connected Network,Vista,White,SUP031,Korea,2017-03-07,GST_STANDARD,Protective case,True,True
PRD0180,Vela Spark 279,Accessory,Vela,24.86,17.68,2014.0,12.0,0.18,SKU-VEL00180,Mobile Accessory,Wave,Green,SUP032,Japan,2014-06-20,GST_STANDARD,Protective case,True,True
PRD0181,Candle Bloom 280,Laptop,Candle,3070.56,2198.39,2013.0,24.0,1.555,SKU-CAN00181,Ultrabook,Arc,Black,SUP033,Malaysia,2013-10-24,GST_STANDARD,Box,True,True
PRD0182,Vela Halo 281,Smartphone,Vela,589.1,382.08,2014.0,24.0,0.188,SKU-VEL00182,5G Smartphone,Atlas,Graphite,SUP034,Japan,2014-09-24,GST_STANDARD,Recycled box,True,True
PRD0183,Candle Quest 282,Tablet,Candle,880.19,533.61,2015.0,24.0,0.738,SKU-CAN00183,Productivity Tablet,Bloom,Black,SUP035,Australia,2015-04-05,GST_STANDARD,Protective case,True,True
PRD0184,Vela Wave 283,Home Entertainment,Vela,3159.58,2298.5,2017.0,24.0,9.233,SKU-VEL00184,Smart Display,Core,Graphite,SUP036,Korea,2017-02-17,GST_STANDARD,Recycled box,False,True
PRD0185,Candle Edge 284,Audio,Candle,575.43,320.46,2016.0,12.0,0.385,SKU-CAN00185,Wireless Audio,Edge,White,SUP037,Vietnam,2016-05-01,GST_STANDARD,Protective case,True,True
PRD0186,Vela Nova 285,Smart Home,Vela,223.64,148.51,2012.0,12.0,0.402,SKU-VEL00186,Home Automation,Echo,Gold,SUP001,Malaysia,2012-06-19,GST_STANDARD,Protective case,False,True
PRD0187,Candle Shift 286,Gaming,Candle,1290.47,948.05,2016.0,24.0,1.491,SKU-CAN00187,Gaming Hardware,Flux,Green,SUP002,Korea,2016-09-10,GST_STANDARD,Protective case,True,True
PRD0188,Vela Atlas 287,Wearable,Vela,604.15,296.0,2015.0,12.0,0.146,SKU-VEL00188,Health Wearable,Halo,Silver,SUP003,Malaysia,2015-02-26,GST_STANDARD,Recycled box,True,True
PRD0189,Candle Flux 288,Networking,Candle,1154.51,699.75,2012.0,24.0,0.878,SKU-CAN00189,Connected Network,Lumen,Green,SUP004,Australia,2012-07-10,GST_STANDARD,Box,True,True
PRD0190,Vela Pulse 289,Accessory,Vela,417.54,207.11,2015.0,12.0,0.223,SKU-VEL00190,Mobile Accessory,Nova,Black,SUP005,Japan,2015-03-19,GST_STANDARD,Box,True,True
PRD0191,Candle Vista 290,Laptop,Candle,1045.12,793.52,2017.0,24.0,1.436,SKU-CAN00191,Ultrabook,Orbit,White,SUP006,Australia,2017-03-12,GST_STANDARD,Recycled box,True,True
PRD0192,Vela Core 291,Smartphone,Vela,1199.68,651.22,2013.0,24.0,0.212,SKU-VEL00192,5G Smartphone,Pulse,Gold,SUP007,Malaysia,2013-04-26,GST_STANDARD,Recycled box,True,True
PRD0193,Candle Lumen 292,Tablet,Candle,609.21,409.19,2016.0,24.0,0.821,SKU-CAN00193,Productivity Tablet,Quest,Gold,SUP008,Australia,2016-03-20,GST_STANDARD,Recycled box,True,True
PRD0194,Vela Ridge 293,Home Entertainment,Vela,1326.23,660.78,2012.0,24.0,7.776,SKU-VEL00194,Smart Display,Ridge,Black,SUP009,Malaysia,2012-09-17,GST_STANDARD,Protective case,True,True
PRD0195,Candle Arc 294,Audio,Candle,337.11,184.91,2015.0,12.0,0.618,SKU-CAN00195,Wireless Audio,Shift,Blue,SUP010,Malaysia,2015-09-27,GST_STANDARD,Box,True,True
PRD0196,Vela Echo 295,Smart Home,Vela,437.6,289.24,2015.0,12.0,0.356,SKU-VEL00196,Home Automation,Spark,Silver,SUP011,Australia,2015-09-18,GST_STANDARD,Recycled box,True,True
PRD0197,Candle Orbit 296,Gaming,Candle,1349.02,800.87,2015.0,24.0,1.353,SKU-CAN00197,Gaming Hardware,Vista,Blue,SUP012,Malaysia,2015-06-22,GST_STANDARD,Protective case,True,True
PRD0198,Vela Spark 297,Wearable,Vela,155.28,100.35,2017.0,12.0,0.146,SKU-VEL00198,Health Wearable,Wave,Red,SUP013,Korea,2017-12-26,GST_STANDARD,Box,False,True
PRD0199,Candle Bloom 298,Networking,Candle,290.9,211.66,2012.0,24.0,0.792,SKU-CAN00199,Connected Network,Arc,Gold,SUP014,China,2012-02-18,GST_STANDARD,Recycled box,True,True
PRD0200,Vela Halo 299,Accessory,Vela,279.99,150.57,2013.0,12.0,0.143,SKU-VEL00200,Mobile Accessory,Atlas,Green,SUP015,Korea,2013-02-06,GST_STANDARD,Box,False,True
PRD0201,Candle Quest 300,Laptop,Candle,2007.57,1478.2,2016.0,24.0,1.127,SKU-CAN00201,Ultrabook,Bloom,Silver,SUP016,China,2016-04-19,GST_STANDARD,Box,True,True
PRD0202,Vela Wave 301,Smartphone,Vela,1243.06,852.45,2013.0,24.0,0.294,SKU-VEL00202,5G Smartphone,Core,Red,SUP017,Japan,2013-09-19,GST_STANDARD,Protective case,True,True
PRD0203,Candle Edge 302,Tablet,Candle,910.47,532.09,2013.0,24.0,0.672,SKU-CAN00203,Productivity Tablet,Edge,Gold,SUP018,Malaysia,2013-05-26,GST_STANDARD,Protective case,True,True
PRD0204,Vela Nova 303,Home Entertainment,Vela,1433.35,706.44,2014.0,24.0,7.817,SKU-VEL00204,Smart Display,Echo,Gold,SUP019,Australia,2014-05-10,GST_STANDARD,Protective case,False,True
PRD0205,Candle Shift 304,Audio,Candle,1189.79,781.85,2015.0,12.0,0.426,SKU-CAN00205,Wireless Audio,Flux,Blue,SUP020,Malaysia,2015-09-23,GST_STANDARD,Box,False,True
PRD0206,Vela Atlas 305,Smart Home,Vela,673.8,480.11,2015.0,12.0,0.344,SKU-VEL00206,Home Automation,Halo,White,SUP021,Vietnam,2015-09-25,GST_STANDARD,Recycled box,True,True
PRD0207,Candle Flux 306,Gaming,Candle,1299.41,734.44,2013.0,24.0,1.348,SKU-CAN00207,Gaming Hardware,Lumen,Graphite,SUP022,Japan,2013-01-11,GST_STANDARD,Box,True,True
PRD0208,Vela Pulse 307,Wearable,Vela,373.86,231.23,2015.0,12.0,0.153,SKU-VEL00208,Health Wearable,Nova,Gold,SUP023,Vietnam,2015-02-22,GST_STANDARD,Box,True,True
PRD0209,Candle Vista 308,Networking,Candle,1090.92,752.67,2014.0,24.0,0.665,SKU-CAN00209,Connected Network,Orbit,Black,SUP024,Vietnam,2014-01-09,GST_STANDARD,Recycled box,True,True
PRD0210,Vela Core 309,Accessory,Vela,91.62,67.83,2014.0,12.0,0.211,SKU-VEL00210,Mobile Accessory,Pulse,Graphite,SUP025,China,2014-07-13,GST_STANDARD,Protective case,True,True
PRD0211,Candle Lumen 310,Laptop,Candle,2411.53,1301.11,2012.0,24.0,1.703,SKU-CAN00211,Ultrabook,Quest,White,SUP026,Japan,2012-04-17,GST_STANDARD,Box,True,True
PRD0212,Vela Ridge 311,Smartphone,Vela,736.5,501.91,2014.0,24.0,0.199,SKU-VEL00212,5G Smartphone,Ridge,Silver,SUP027,China,2014-07-18,GST_STANDARD,Box,True,True
PRD0213,Candle Arc 312,Tablet,Candle,1561.73,1043.25,2015.0,24.0,0.73,SKU-CAN00213,Productivity Tablet,Shift,Graphite,SUP028,Korea,2015-05-02,GST_STANDARD,Protective case,True,True
PRD0214,Vela Echo 313,Home Entertainment,Vela,2414.54,1263.45,2015.0,24.0,9.903,SKU-VEL00214,Smart Display,Spark,White,SUP029,China,2015-08-17,GST_STANDARD,Recycled box,True,True
PRD0215,Candle Orbit 314,Audio,Candle,915.08,624.76,2015.0,12.0,0.408,SKU-CAN00215,Wireless Audio,Vista,Red,SUP030,China,2015-10-21,GST_STANDARD,Box,True,True
PRD0216,Vela Spark 315,Smart Home,Vela,56.76,42.62,2015.0,12.0,0.487,SKU-VEL00216,Home Automation,Wave,Graphite,SUP031,China,2015-01-17,GST_STANDARD,Protective case,True,True
PRD0217,Candle Bloom 316,Gaming,Candle,2044.02,1481.89,2016.0,24.0,1.388,SKU-CAN00217,Gaming Hardware,Arc,Silver,SUP032,Korea,2016-06-09,GST_STANDARD,Recycled box,True,True
PRD0218,Vela Halo 317,Wearable,Vela,838.07,560.23,2015.0,12.0,0.1,SKU-VEL00218,Health Wearable,Atlas,White,SUP033,Japan,2015-10-15,GST_STANDARD,Box,True,True
PRD0219,Candle Quest 318,Networking,Candle,374.02,267.89,2012.0,24.0,0.937,SKU-CAN00219,Connected Network,Bloom,Silver,SUP034,Korea,2012-06-03,GST_STANDARD,Protective case,False,True
PRD0220,Vela Wave 319,Accessory,Vela,369.39,280.26,2016.0,12.0,0.246,SKU-VEL00220,Mobile Accessory,Core,Green,SUP035,Korea,2016-01-07,GST_STANDARD,Box,False,True
PRD0221,Candle Edge 320,Laptop,Candle,1714.89,1159.03,2016.0,24.0,2.065,SKU-CAN00221,Ultrabook,Edge,Gold,SUP036,Japan,2016-03-11,GST_STANDARD,Box,False,True
PRD0222,Vela Nova 321,Smartphone,Vela,1106.86,739.37,2015.0,24.0,0.193,SKU-VEL00222,5G Smartphone,Echo,Graphite,SUP037,Korea,2015-09-15,GST_STANDARD,Protective case,False,True
PRD0223,Candle Shift 322,Tablet,Candle,427.66,296.97,2015.0,24.0,0.811,SKU-CAN00223,Productivity Tablet,Flux,Blue,SUP001,Australia,2015-11-02,GST_STANDARD,Recycled box,False,True
PRD0224,Vela Atlas 323,Home Entertainment,Vela,1301.36,828.0,2015.0,24.0,8.571,SKU-VEL00224,Smart Display,Halo,White,SUP002,China,2015-08-09,GST_STANDARD,Box,True,True
PRD0225,Candle Flux 324,Audio,Candle,213.62,130.72,2013.0,12.0,0.517,SKU-CAN00225,Wireless Audio,Lumen,Black,SUP003,Vietnam,2013-12-14,GST_STANDARD,Recycled box,True,True
PRD0226,Vela Pulse 325,Smart Home,Vela,155.94,78.07,2013.0,12.0,0.331,SKU-VEL00226,Home Automation,Nova,Silver,SUP004,Australia,2013-04-08,GST_STANDARD,Protective case,True,True
PRD0227,Candle Vista 326,Gaming,Candle,2395.1,1677.48,2013.0,24.0,0.902,SKU-CAN00227,Gaming Hardware,Orbit,Gold,SUP005,Vietnam,2013-05-13,GST_STANDARD,Recycled box,True,True
PRD0228,Vela Core 327,Wearable,Vela,148.71,98.47,2014.0,12.0,0.109,SKU-VEL00228,Health Wearable,Pulse,Silver,SUP006,Malaysia,2014-06-09,GST_STANDARD,Recycled box,True,True
PRD0229,Candle Lumen 328,Networking,Candle,412.68,233.55,2016.0,24.0,0.865,SKU-CAN00229,Connected Network,Quest,White,SUP007,Japan,2016-10-22,GST_STANDARD,Box,False,True
PRD0230,Vela Ridge 329,Accessory,Vela,266.68,146.39,2014.0,12.0,0.221,SKU-VEL00230,Mobile Accessory,Ridge,Green,SUP008,Japan,2014-12-20,GST_STANDARD,Protective case,False,True
PRD0231,Candle Arc 330,Laptop,Candle,2034.99,1052.68,2013.0,24.0,1.371,SKU-CAN00231,Ultrabook,Shift,Graphite,SUP009,Malaysia,2013-11-17,GST_STANDARD,Box,True,True
PRD0232,Vela Echo 331,Smartphone,Vela,306.48,219.69,2015.0,24.0,0.208,SKU-VEL00232,5G Smartphone,Spark,White,SUP010,Korea,2015-05-10,GST_STANDARD,Recycled box,True,True
PRD0233,Candle Orbit 332,Tablet,Candle,1406.02,706.65,2012.0,24.0,0.554,SKU-CAN00233,Productivity Tablet,Vista,Blue,SUP011,Korea,2012-09-05,GST_STANDARD,Recycled box,True,True
PRD0234,Vela Spark 333,Home Entertainment,Vela,3839.41,2206.96,2012.0,24.0,9.006,SKU-VEL00234,Smart Display,Wave,Red,SUP012,China,2012-05-03,GST_STANDARD,Protective case,True,True
PRD0235,Candle Bloom 334,Audio,Candle,510.44,245.1,2012.0,12.0,0.554,SKU-CAN00235,Wireless Audio,Arc,Green,SUP013,Japan,2012-03-24,GST_STANDARD,Protective case,True,True
PRD0236,Vela Halo 335,Smart Home,Vela,590.33,306.19,2017.0,12.0,0.27,SKU-VEL00236,Home Automation,Atlas,Red,SUP014,Australia,2017-10-26,GST_STANDARD,Protective case,False,True
PRD0237,Candle Quest 336,Gaming,Candle,2346.84,1208.59,2013.0,24.0,1.198,SKU-CAN00237,Gaming Hardware,Bloom,Silver,SUP015,Australia,2013-08-10,GST_STANDARD,Recycled box,True,True
PRD0238,Vela Wave 337,Wearable,Vela,690.75,506.6,2016.0,12.0,0.115,SKU-VEL00238,Health Wearable,Core,Red,SUP016,Malaysia,2016-12-16,GST_STANDARD,Recycled box,False,True
PRD0239,Candle Edge 338,Networking,Candle,1256.88,910.76,2012.0,24.0,0.814,SKU-CAN00239,Connected Network,Edge,Blue,SUP017,Vietnam,2012-01-15,GST_STANDARD,Protective case,False,True
PRD0240,Vela Nova 339,Accessory,Vela,113.94,55.0,2013.0,12.0,0.189,SKU-VEL00240,Mobile Accessory,Echo,White,SUP018,Australia,2013-06-16,GST_STANDARD,Protective case,True,True
PRD0241,Candle Shift 340,Laptop,Candle,1271.03,888.75,2012.0,24.0,1.285,SKU-CAN00241,Ultrabook,Flux,Green,SUP019,Malaysia,2012-01-22,GST_STANDARD,Protective case,True,True
PRD0242,Vela Atlas 341,Smartphone,Vela,1257.76,609.43,2012.0,24.0,0.187,SKU-VEL00242,5G Smartphone,Halo,Blue,SUP020,China,2012-10-01,GST_STANDARD,Recycled box,True,True
PRD0243,Candle Flux 342,Tablet,Candle,1380.67,859.26,2012.0,24.0,0.467,SKU-CAN00243,Productivity Tablet,Lumen,Red,SUP021,Malaysia,2012-03-03,GST_STANDARD,Box,True,True
PRD0244,Vela Pulse 343,Home Entertainment,Vela,3425.92,2181.65,2017.0,24.0,5.379,SKU-VEL00244,Smart Display,Nova,Blue,SUP022,Korea,2017-06-09,GST_STANDARD,Recycled box,True,True
PRD0245,Candle Vista 344,Audio,Candle,653.23,334.34,2015.0,12.0,0.438,SKU-CAN00245,Wireless Audio,Orbit,Graphite,SUP023,Australia,2015-06-05,GST_STANDARD,Protective case,True,True
PRD0246,Vela Core 345,Smart Home,Vela,733.57,511.69,2016.0,12.0,0.451,SKU-VEL00246,Home Automation,Pulse,White,SUP024,Malaysia,2016-02-01,GST_STANDARD,Box,False,True
PRD0247,Candle Lumen 346,Gaming,Candle,968.98,706.05,2012.0,24.0,0.902,SKU-CAN00247,Gaming Hardware,Quest,Graphite,SUP025,Malaysia,2012-06-15,GST_STANDARD,Recycled box,True,True
PRD0248,Vela Ridge 347,Wearable,Vela,494.67,313.71,2015.0,12.0,0.123,SKU-VEL00248,Health Wearable,Ridge,Silver,SUP026,Malaysia,2015-07-05,GST_STANDARD,Recycled box,True,True
PRD0249,Candle Arc 348,Networking,Candle,380.08,259.2,2012.0,24.0,0.513,SKU-CAN00249,Connected Network,Shift,White,SUP027,Korea,2012-04-01,GST_STANDARD,Recycled box,True,True
PRD0250,Vela Echo 349,Accessory,Vela,335.17,174.85,2016.0,12.0,0.181,SKU-VEL00250,Mobile Accessory,Spark,Green,SUP028,Japan,2016-04-15,GST_STANDARD,Box,True,True
PRD0251,Candle Orbit 350,Laptop,Candle,954.37,466.96,2012.0,24.0,1.248,SKU-CAN00251,Ultrabook,Vista,Silver,SUP029,Vietnam,2012-02-23,GST_STANDARD,Box,False,True
PRD0252,Vela Spark 351,Smartphone,Vela,1577.09,1118.74,2013.0,24.0,0.254,SKU-VEL00252,5G Smartphone,Wave,Gold,SUP030,Korea,2013-09-16,GST_STANDARD,Box,True,True
PRD0253,Candle Bloom 352,Tablet,Candle,1081.02,648.87,2015.0,24.0,0.756,SKU-CAN00253,Productivity Tablet,Arc,Silver,SUP031,China,2015-05-09,GST_STANDARD,Recycled box,True,True
PRD0254,Vela Halo 353,Home Entertainment,Vela,1660.0,1125.12,2014.0,24.0,8.84,SKU-VEL00254,Smart Display,Atlas,Silver,SUP032,Australia,2014-05-14,GST_STANDARD,Protective case,False,True
PRD0255,Candle Quest 354,Audio,Candle,783.42,595.31,2017.0,12.0,0.577,SKU-CAN00255,Wireless Audio,Bloom,Green,SUP033,China,2017-02-08,GST_STANDARD,Box,False,True
PRD0256,Vela Wave 355,Smart Home,Vela,336.19,238.1,2012.0,12.0,0.278,SKU-VEL00256,Home Automation,Core,Silver,SUP034,Vietnam,2012-01-06,GST_STANDARD,Recycled box,True,True
PRD0257,Candle Edge 356,Gaming,Candle,2532.59,1787.19,2012.0,24.0,0.975,SKU-CAN00257,Gaming Hardware,Edge,White,SUP035,Korea,2012-09-27,GST_STANDARD,Recycled box,False,True
PRD0258,Vela Nova 357,Wearable,Vela,171.41,104.68,2017.0,12.0,0.088,SKU-VEL00258,Health Wearable,Echo,White,SUP036,China,2017-03-23,GST_STANDARD,Box,True,True
PRD0259,Candle Shift 358,Networking,Candle,1302.81,647.35,2015.0,24.0,0.855,SKU-CAN00259,Connected Network,Flux,Black,SUP037,China,2015-12-15,GST_STANDARD,Box,True,True
PRD0260,Vela Atlas 359,Accessory,Vela,73.31,47.47,2016.0,12.0,0.234,SKU-VEL00260,Mobile Accessory,Halo,Gold,SUP001,Vietnam,2016-08-19,GST_STANDARD,Box,True,True
PRD0261,Candle Flux 360,Laptop,Candle,2476.88,1712.71,2016.0,24.0,1.437,SKU-CAN00261,Ultrabook,Lumen,Silver,SUP002,China,2016-08-26,GST_STANDARD,Box,True,True
