order_item_id,order_id,product_id,quantity,unit_price,line_revenue
HITM0003783,HORD001196,PRD1000,2.0,364.05,728.1
HITM0003784,HORD001196,PRD0885,1.0,510.35,510.35
HITM0003785,HORD001196,PRD0458,1.0,721.39,721.39
HITM0003786,HORD001196,PRD0198,1.0,155.28,155.28
HITM0003787,HORD001196,PRD0963,1.0,488.16,488.16
HITM0003788,HORD001197,PRD0436,1.0,99.16,99.16
HITM0003789,HORD001197,PRD0913,1.0,645.54,645.54
HITM0003790,HORD001197,PRD0229,1.0,412.68,412.68
HITM0003791,HORD001198,PRD0965,1.0,271.51,271.51
HITM0003792,HORD001198,PRD0648,1.0,210.67,210.67
HITM0003793,HORD001198,PRD0586,1.0,450.26,450.26
HITM0003794,HORD001199,PRD0448,1.0,67.35,67.35
HITM0003795,HORD001199,PRD0743,1.0,1161.24,1161.24
HITM0003796,HORD001199,PRD0311,2.0,1105.19,2210.38
HITM0003797,HORD001200,PRD0938,2.0,857.34,1714.68
HITM0003798,HORD001200,PRD0510,1.0,71.92,71.92
HITM0003799,HORD001200,PRD0473,2.0,576.89,1153.78
HITM0003800,HORD001201,PRD0701,1.0,2361.18,2361.18
HITM0003801,HORD001201,PRD0369,1.0,462.08,462.08
HITM0003802,HORD001201,PRD0628,1.0,306.06,306.06
HITM0003803,HORD001202,PRD0317,2.0,1875.46,3750.92
HITM0003804,HORD001202,PRD0573,1.0,394.67,394.67
HITM0003805,HORD001202,PRD0022,2.0,1200.0,2400.0
HITM0003806,HORD001202,PRD0831,2.0,1201.57,2403.14
HITM0003807,HORD001203,PRD0168,1.0,325.2,325.2
HITM0003808,HORD001203,PRD0600,2.0,394.0,788.0
HITM0003809,HORD001203,PRD0580,1.0,76.83,76.83
HITM0003810,HORD001203,PRD0962,2.0,1519.3,3038.6
HITM0003811,HORD001204,PRD0701,1.0,2361.18,2361.18
HITM0003812,HORD001204,PRD0220,1.0,369.39,369.39
HITM0003813,HORD001204,PRD0450,1.0,138.07,138.07
HITM0003814,HORD001204,PRD0138,1.0,316.0,316.0
HITM0003815,HORD001204,PRD0042,2.0,1230.08,2460.16
HITM0003816,HORD001205,PRD0260,2.0,73.31,146.62
HITM0003817,HORD001205,PRD0829,1.0,385.82,385.82
HITM0003818,HORD001205,PRD0436,1.0,99.16,99.16
HITM0003819,HORD001205,PRD0430,1.0,214.75,214.75
HITM0003820,HORD001206,PRD0032,1.0,417.41,417.41
HITM0003821,HORD001206,PRD0203,2.0,910.47,1820.94
HITM0003822,HORD001207,PRD0015,1.0,184.83,184.83
HITM0003823,HORD001207,PRD0228,1.0,148.71,148.71
HITM0003824,HORD001207,PRD0586,1.0,450.26,450.26
HITM0003825,HORD001207,PRD0473,1.0,576.89,576.89
HITM0003826,HORD001208,PRD0326,2.0,791.27,1582.54
HITM0003827,HORD001209,PRD0860,1.0,148.71,148.71
HITM0003828,HORD001209,PRD0831,1.0,1201.57,1201.57
HITM0003829,HORD001209,PRD0789,1.0,106.8,106.8
HITM0003830,HORD001210,PRD0862,2.0,1387.19,2774.38
HITM0003831,HORD001210,PRD0449,1.0,227.09,227.09
HITM0003832,HORD001210,PRD0705,1.0,1103.54,1103.54
HITM0003833,HORD001211,PRD0445,1.0,1141.73,1141.73
HITM0003834,HORD001211,PRD0383,1.0,1343.47,1343.47
HITM0003835,HORD001211,PRD0733,1.0,894.02,894.02
HITM0003836,HORD001212,PRD0475,2.0,304.73,609.46
HITM0003837,HORD001212,PRD0758,1.0,688.14,688.14
HITM0003838,HORD001212,PRD0541,1.0,1837.92,1837.92
HITM0003839,HORD001212,PRD0938,2.0,857.34,1714.68
HITM0003840,HORD001213,PRD0220,1.0,369.39,369.39
HITM0003841,HORD001213,PRD0434,2.0,2443.59,4887.18
HITM0003842,HORD001214,PRD0375,2.0,302.41,604.82
HITM0003843,HORD001214,PRD0158,1.0,464.07,464.07
HITM0003844,HORD001215,PRD0794,2.0,3227.51,6455.02
HITM0003845,HORD001215,PRD0805,1.0,151.93,151.93
HITM0003846,HORD001215,PRD0608,1.0,772.25,772.25
HITM0003847,HORD001215,PRD0265,1.0,255.41,255.41
HITM0003848,HORD001216,PRD0626,2.0,502.49,1004.98
HITM0003849,HORD001216,PRD0771,1.0,1968.01,1968.01
HITM0003850,HORD001217,PRD0415,1.0,921.87,921.87
HITM0003851,HORD001217,PRD0766,1.0,551.34,551.34
HITM0003852,HORD001217,PRD0147,2.0,94.45,188.9
HITM0003853,HORD001218,PRD0521,1.0,1486.1,1486.1
HITM0003854,HORD001218,PRD0493,1.0,1550.96,1550.96
HITM0003855,HORD001218,PRD0376,1.0,804.1,804.1
HITM0003856,HORD001219,PRD0021,2.0,2242.17,4484.34
HITM0003857,HORD001219,PRD0542,1.0,720.22,720.22
HITM0003858,HORD001219,PRD0416,1.0,753.43,753.43
HITM0003859,HORD001220,PRD0369,1.0,462.08,462.08
HITM0003860,HORD001220,PRD0620,1.0,123.89,123.89
HITM0003861,HORD001220,PRD0755,1.0,683.65,683.65
HITM0003862,HORD001221,PRD0373,1.0,572.77,572.77
HITM0003863,HORD001221,PRD0447,1.0,79.94,79.94
HITM0003864,HORD001221,PRD0554,1.0,1619.69,1619.69
HITM0003865,HORD001221,PRD0717,1.0,615.2,615.2
HITM0003866,HORD001222,PRD0218,1.0,838.07,838.07
HITM0003867,HORD001223,PRD0906,1.0,58.83,58.83
HITM0003868,HORD001223,PRD0005,1.0,450.36,450.36
HITM0003869,HORD001224,PRD0685,1.0,367.73,367.73
HITM0003870,HORD001224,PRD0987,1.0,925.55,925.55
HITM0003871,HORD001224,PRD0078,1.0,166.61,166.61
HITM0003872,HORD001224,PRD0281,1.0,1660.11,1660.11
HITM0003873,HORD001225,PRD0187,3.0,1290.47,3871.41
HITM0003874,HORD001225,PRD0659,1.0,293.62,293.62
HITM0003875,HORD001225,PRD0278,1.0,100.15,100.15
HITM0003876,HORD001226,PRD0790,2.0,25.52,51.04
HITM0003877,HORD001226,PRD0443,2.0,667.38,1334.76
HITM0003878,HORD001226,PRD0845,2.0,242.25,484.5
HITM0003879,HORD001227,PRD0495,2.0,617.55,1235.1
HITM0003880,HORD001227,PRD0526,1.0,149.19,149.19
HITM0003881,HORD001227,PRD0681,1.0,2498.26,2498.26
HITM0003882,HORD001227,PRD0734,1.0,2197.09,2197.09
HITM0003883,HORD001228,PRD0546,2.0,426.68,853.36
HITM0003884,HORD001228,PRD0046,1.0,690.5,690.5
HITM0003885,HORD001228,PRD0039,1.0,980.04,980.04
HITM0003886,HORD001228,PRD0537,1.0,2543.03,2543.03
HITM0003887,HORD001229,PRD0237,1.0,2346.84,2346.84
HITM0003888,HORD001229,PRD0380,1.0,117.36,117.36
HITM0003889,HORD001229,PRD0697,1.0,1104.18,1104.18
HITM0003890,HORD001229,PRD0434,1.0,2443.59,2443.59
HITM0003891,HORD001229,PRD0706,2.0,746.72,1493.44
HITM0003892,HORD001230,PRD0988,1.0,470.37,470.37
HITM0003893,HORD001230,PRD0526,1.0,149.19,149.19
HITM0003894,HORD001230,PRD0561,2.0,2439.38,4878.76
HITM0003895,HORD001231,PRD0529,1.0,1448.34,1448.34
HITM0003896,HORD001231,PRD0564,2.0,1250.64,2501.28
HITM0003897,HORD001232,PRD0567,1.0,383.28,383.28
HITM0003898,HORD001232,PRD0369,1.0,462.08,462.08
HITM0003899,HORD001232,PRD0150,1.0,27.72,27.72
HITM0003900,HORD001232,PRD0320,1.0,289.98,289.98
HITM0003901,HORD001232,PRD0103,1.0,540.65,540.65
HITM0003902,HORD001233,PRD0915,1.0,763.7,763.7
HITM0003903,HORD001234,PRD0480,1.0,37.46,37.46
HITM0003904,HORD001234,PRD0609,1.0,138.47,138.47
HITM0003905,HORD001235,PRD0618,1.0,1068.97,1068.97
HITM0003906,HORD001236,PRD0004,1.0,466.88,466.88
HITM0003907,HORD001236,PRD0150,1.0,27.72,27.72
HITM0003908,HORD001236,PRD0419,1.0,1223.67,1223.67
HITM0003909,HORD001236,PRD0749,1.0,633.27,633.27
HITM0003910,HORD001236,PRD0475,1.0,304.73,304.73
HITM0003911,HORD001237,PRD0339,1.0,427.29,427.29
HITM0003912,HORD001237,PRD0125,1.0,1004.47,1004.47
HITM0003913,HORD001237,PRD0696,1.0,107.86,107.86
HITM0003914,HORD001238,PRD0240,1.0,113.94,113.94
HITM0003915,HORD001238,PRD0966,1.0,340.4,340.4
HITM0003916,HORD001238,PRD0485,2.0,518.63,1037.26
HITM0003917,HORD001238,PRD0258,1.0,171.41,171.41
HITM0003918,HORD001239,PRD0112,1.0,1193.81,1193.81
HITM0003919,HORD001239,PRD0375,1.0,302.41,302.41
HITM0003920,HORD001239,PRD0009,2.0,1102.1,2204.2
HITM0003921,HORD001239,PRD0436,2.0,99.16,198.32
HITM0003922,HORD001239,PRD0757,1.0,2401.56,2401.56
HITM0003923,HORD001240,PRD0122,1.0,1755.78,1755.78
HITM0003924,HORD001240,PRD0050,1.0,202.62,202.62
HITM0003925,HORD001240,PRD0763,1.0,1426.88,1426.88
HITM0003926,HORD001241,PRD0478,1.0,111.87,111.87
HITM0003927,HORD001241,PRD0348,1.0,1003.34,1003.34
HITM0003928,HORD001241,PRD0177,1.0,500.75,500.75
HITM0003929,HORD001242,PRD0816,2.0,354.93,709.86
HITM0003930,HORD001242,PRD0522,1.0,942.08,942.08
HITM0003931,HORD001242,PRD0966,1.0,340.4,340.4
HITM0003932,HORD001243,PRD0485,1.0,518.63,518.63
HITM0003933,HORD001243,PRD0820,1.0,95.58,95.58
HITM0003934,HORD001243,PRD0358,3.0,67.02,201.06
HITM0003935,HORD001244,PRD0585,1.0,557.31,557.31
HITM0003936,HORD001244,PRD0390,2.0,27.7,55.4
HITM0003937,HORD001245,PRD0807,1.0,1536.27,1536.27
HITM0003938,HORD001245,PRD0686,2.0,791.36,1582.72
HITM0003939,HORD001245,PRD0806,1.0,43.45,43.45
HITM0003940,HORD001245,PRD0555,1.0,407.18,407.18
HITM0003941,HORD001245,PRD0950,1.0,321.18,321.18
HITM0003942,HORD001246,PRD0587,1.0,103.55,103.55
HITM0003943,HORD001247,PRD0359,1.0,169.12,169.12
HITM0003944,HORD001247,PRD0892,3.0,324.59,973.77
HITM0003945,HORD001247,PRD0495,1.0,617.55,617.55
HITM0003946,HORD001247,PRD0452,1.0,318.36,318.36
HITM0003947,HORD001248,PRD0136,1.0,107.5,107.5
HITM0003948,HORD001248,PRD0009,3.0,1102.1,3306.3
HITM0003949,HORD001248,PRD0244,1.0,3425.92,3425.92
HITM0003950,HORD001249,PRD0436,1.0,99.16,99.16
HITM0003951,HORD001249,PRD0544,1.0,1918.0,1918.0
HITM0003952,HORD001249,PRD0993,3.0,489.97,1469.91
HITM0003953,HORD001250,PRD0889,2.0,252.57,505.14
HITM0003954,HORD001250,PRD0097,1.0,673.56,673.56
HITM0003955,HORD001251,PRD0657,1.0,91.2,91.2
HITM0003956,HORD001251,PRD0540,1.0,255.66,255.66
HITM0003957,HORD001251,PRD0201,1.0,2007.57,2007.57
HITM0003958,HORD001252,PRD0266,3.0,424.49,1273.47
HITM0003959,HORD001252,PRD0340,2.0,68.17,136.34
HITM0003960,HORD001252,PRD0164,2.0,1852.48,3704.96
HITM0003961,HORD001252,PRD0199,2.0,290.9,581.8
HITM0003962,HORD001252,PRD0922,1.0,1416.33,1416.33
HITM0003963,HORD001253,PRD0049,1.0,149.55,149.55
HITM0003964,HORD001253,PRD0785,2.0,611.01,1222.02
HITM0003965,HORD001253,PRD0387,1.0,2587.59,2587.59
HITM0003966,HORD001254,PRD0728,1.0,188.05,188.05
HITM0003967,HORD001254,PRD0657,2.0,91.2,182.4
HITM0003968,HORD001255,PRD0175,1.0,760.09,760.09
HITM0003969,HORD001255,PRD0369,1.0,462.08,462.08
HITM0003970,HORD001255,PRD0238,1.0,690.75,690.75
HITM0003971,HORD001255,PRD0748,2.0,176.05,352.1
HITM0003972,HORD001256,PRD0867,1.0,2280.38,2280.38
HITM0003973,HORD001257,PRD0078,2.0,166.61,333.22
HITM0003974,HORD001257,PRD0837,2.0,333.32,666.64
HITM0003975,HORD001257,PRD0479,1.0,785.34,785.34
HITM0003976,HORD001257,PRD0556,2.0,303.66,607.32
HITM0003977,HORD001258,PRD0061,1.0,2524.66,2524.66
HITM0003978,HORD001259,PRD0395,1.0,404.44,404.44
HITM0003979,HORD001259,PRD0446,1.0,546.41,546.41
HITM0003980,HORD001259,PRD0798,1.0,902.25,902.25
HITM0003981,HORD001259,PRD0072,1.0,1390.27,1390.27
HITM0003982,HORD001259,PRD0418,1.0,513.88,513.88
HITM0003983,HORD001260,PRD0491,2.0,1093.0,2186.0
HITM0003984,HORD001260,PRD0204,1.0,1433.35,1433.35
HITM0003985,HORD001260,PRD0404,2.0,3995.8,7991.6
HITM0003986,HORD001261,PRD0990,1.0,373.23,373.23
HITM0003987,HORD001261,PRD0010,1.0,15.97,15.97
HITM0003988,HORD001262,PRD0150,1.0,27.72,27.72
HITM0003989,HORD001262,PRD0589,1.0,675.7,675.7
HITM0003990,HORD001262,PRD0490,1.0,20.66,20.66
HITM0003991,HORD001262,PRD0708,2.0,720.36,1440.72
HITM0003992,HORD001262,PRD0500,2.0,352.58,705.16
HITM0003993,HORD001263,PRD0438,1.0,246.04,246.04
HITM0003994,HORD001263,PRD0921,1.0,1711.96,1711.96
HITM0003995,HORD001263,PRD0074,2.0,2480.38,4960.76
HITM0003996,HORD001264,PRD0010,2.0,15.97,31.94
HITM0003997,HORD001264,PRD0445,1.0,1141.73,1141.73
HITM0003998,HORD001264,PRD0015,1.0,184.83,184.83
HITM0003999,HORD001264,PRD0306,1.0,643.72,643.72
HITM0004000,HORD001264,PRD0078,2.0,166.61,333.22
HITM0004001,HORD001265,PRD0378,2.0,110.97,221.94
HITM0004002,HORD001265,PRD0503,1.0,866.27,866.27
HITM0004003,HORD001265,PRD0674,1.0,2346.31,2346.31
HITM0004004,HORD001265,PRD0290,1.0,61.51,61.51
HITM0004005,HORD001265,PRD0720,1.0,261.71,261.71
HITM0004006,HORD001266,PRD0179,1.0,1156.54,1156.54
HITM0004007,HORD001266,PRD0647,1.0,1397.05,1397.05
HITM0004008,HORD001266,PRD0287,1.0,1873.36,1873.36
HITM0004009,HORD001267,PRD0825,1.0,289.25,289.25
HITM0004010,HORD001267,PRD0129,1.0,416.68,416.68
HITM0004011,HORD001267,PRD0904,1.0,673.64,673.64
HITM0004012,HORD001267,PRD0017,1.0,1860.35,1860.35
HITM0004013,HORD001268,PRD0587,1.0,103.55,103.55
HITM0004014,HORD001268,PRD0600,1.0,394.0,394.0
HITM0004015,HORD001268,PRD0458,1.0,721.39,721.39
HITM0004016,HORD001268,PRD0860,1.0,148.71,148.71
HITM0004017,HORD001268,PRD0473,1.0,576.89,576.89
HITM0004018,HORD001269,PRD0263,1.0,1272.94,1272.94
HITM0004019,HORD001269,PRD0077,2.0,966.88,1933.76
HITM0004020,HORD001269,PRD0514,1.0,2353.19,2353.19
HITM0004021,HORD001269,PRD0131,1.0,1214.27,1214.27
HITM0004022,HORD001270,PRD0632,1.0,1094.69,1094.69
HITM0004023,HORD001271,PRD0667,2.0,424.48,848.96
HITM0004024,HORD001271,PRD0904,1.0,673.64,673.64
HITM0004025,HORD001271,PRD0002,1.0,684.63,684.63
HITM0004026,HORD001272,PRD0318,1.0,913.52,913.52
HITM0004027,HORD001272,PRD0794,1.0,3227.51,3227.51
HITM0004028,HORD001272,PRD0580,1.0,76.83,76.83
HITM0004029,HORD001272,PRD0515,1.0,421.93,421.93
HITM0004030,HORD001273,PRD0756,1.0,244.21,244.21
HITM0004031,HORD001273,PRD0431,1.0,2253.8,2253.8
HITM0004032,HORD001274,PRD0024,2.0,1506.88,3013.76
HITM0004033,HORD001274,PRD0487,1.0,1262.93,1262.93
HITM0004034,HORD001274,PRD0034,1.0,1865.66,1865.66
HITM0004035,HORD001275,PRD0438,1.0,246.04,246.04
HITM0004036,HORD001275,PRD0568,1.0,272.51,272.51
HITM0004037,HORD001275,PRD0696,1.0,107.86,107.86
HITM0004038,HORD001275,PRD0288,2.0,171.9,343.8
HITM0004039,HORD001276,PRD0760,1.0,405.95,405.95
HITM0004040,HORD001276,PRD0434,1.0,2443.59,2443.59
HITM0004041,HORD001276,PRD0248,1.0,494.67,494.67
HITM0004042,HORD001277,PRD0063,1.0,1124.17,1124.17
HITM0004043,HORD001277,PRD0996,1.0,654.73,654.73
HITM0004044,HORD001277,PRD0670,1.0,85.16,85.16
HITM0004045,HORD001278,PRD0917,1.0,1550.77,1550.77
HITM0004046,HORD001279,PRD0339,1.0,427.29,427.29
HITM0004047,HORD001279,PRD0174,1.0,3910.58,3910.58
HITM0004048,HORD001279,PRD0618,1.0,1068.97,1068.97
HITM0004049,HORD001279,PRD0428,2.0,621.91,1243.82
HITM0004050,HORD001280,PRD0656,2.0,820.33,1640.66
HITM0004051,HORD001280,PRD0334,2.0,2364.45,4728.9
HITM0004052,HORD001281,PRD0625,1.0,1041.53,1041.53
HITM0004053,HORD001281,PRD0480,1.0,37.46,37.46
HITM0004054,HORD001281,PRD0490,2.0,20.66,41.32
HITM0004055,HORD001281,PRD0936,1.0,808.97,808.97
HITM0004056,HORD001282,PRD0036,1.0,116.11,116.11
HITM0004057,HORD001282,PRD0510,1.0,71.92,71.92
HITM0004058,HORD001282,PRD0709,1.0,1423.26,1423.26
HITM0004059,HORD001282,PRD0839,1.0,706.25,706.25
HITM0004060,HORD001283,PRD0434,1.0,2443.59,2443.59
HITM0004061,HORD001284,PRD0765,1.0,126.56,126.56
HITM0004062,HORD001284,PRD0787,1.0,1706.85,1706.85
HITM0004063,HORD001284,PRD0717,2.0,615.2,1230.4
HITM0004064,HORD001285,PRD0767,1.0,122.05,122.05
HITM0004065,HORD001285,PRD0213,1.0,1561.73,1561.73
HITM0004066,HORD001286,PRD0062,1.0,1554.42,1554.42
HITM0004067,HORD001286,PRD0132,1.0,713.61,713.61
HITM0004068,HORD001286,PRD0343,1.0,1244.05,1244.05
HITM0004069,HORD001287,PRD0129,1.0,416.68,416.68
HITM0004070,HORD001287,PRD0083,1.0,719.56,719.56
HITM0004071,HORD001287,PRD0057,1.0,1403.88,1403.88
HITM0004072,HORD001288,PRD0110,2.0,250.51,501.02
HITM0004073,HORD001288,PRD0371,1.0,1060.97,1060.97
HITM0004074,HORD001288,PRD0338,1.0,950.04,950.04
HITM0004075,HORD001289,PRD0929,1.0,1084.81,1084.81
HITM0004076,HORD001289,PRD0316,1.0,28.93,28.93
HITM0004077,HORD001289,PRD0411,1.0,1649.5,1649.5
HITM0004078,HORD001290,PRD0847,1.0,940.4,940.4
HITM0004079,HORD001290,PRD0938,1.0,857.34,857.34
HITM0004080,HORD001290,PRD0078,1.0,166.61,166.61
HITM0004081,HORD001290,PRD0195,2.0,337.11,674.22
HITM0004082,HORD001291,PRD0370,1.0,143.48,143.48
HITM0004083,HORD001291,PRD0420,1.0,202.02,202.02
HITM0004084,HORD001291,PRD0357,1.0,193.87,193.87
HITM0004085,HORD001291,PRD0807,2.0,1536.27,3072.54
HITM0004086,HORD001292,PRD0409,2.0,1192.0,2384.0
HITM0004087,HORD001292,PRD0140,1.0,54.35,54.35
HITM0004088,HORD001293,PRD0478,1.0,111.87,111.87
HITM0004089,HORD001293,PRD0159,2.0,1165.58,2331.16
HITM0004090,HORD001293,PRD0167,1.0,1781.84,1781.84
HITM0004091,HORD001294,PRD0982,1.0,921.88,921.88
HITM0004092,HORD001294,PRD0980,1.0,334.19,334.19
HITM0004093,HORD001294,PRD0748,1.0,176.05,176.05
HITM0004094,HORD001294,PRD0897,2.0,2339.09,4678.18
HITM0004095,HORD001295,PRD0028,1.0,364.14,364.14
HITM0004096,HORD001295,PRD0431,1.0,2253.8,2253.8
HITM0004097,HORD001295,PRD0175,1.0,760.09,760.09
HITM0004098,HORD001296,PRD0840,1.0,148.97,148.97
HITM0004099,HORD001296,PRD0075,1.0,227.56,227.56
HITM0004100,HORD001297,PRD0432,1.0,1225.0,1225.0
HITM0004101,HORD001297,PRD0973,1.0,1395.47,1395.47
HITM0004102,HORD001297,PRD0154,1.0,1575.91,1575.91
HITM0004103,HORD001298,PRD0993,1.0,489.97,489.97
HITM0004104,HORD001298,PRD0335,1.0,424.96,424.96
HITM0004105,HORD001299,PRD0401,1.0,1541.92,1541.92
HITM0004106,HORD001299,PRD0572,1.0,483.42,483.42
HITM0004107,HORD001299,PRD0808,2.0,830.41,1660.82
HITM0004108,HORD001299,PRD0349,1.0,986.72,986.72
HITM0004109,HORD001300,PRD0463,1.0,533.33,533.33
HITM0004110,HORD001300,PRD0307,1.0,2171.11,2171.11
HITM0004111,HORD001300,PRD0975,2.0,977.14,1954.28
HITM0004112,HORD001300,PRD0586,2.0,450.26,900.52
HITM0004113,HORD001301,PRD0568,1.0,272.51,272.51
HITM0004114,HORD001301,PRD0541,1.0,1837.92,1837.92
HITM0004115,HORD001301,PRD0697,1.0,1104.18,1104.18
HITM0004116,HORD001301,PRD0405,1.0,774.44,774.44
HITM0004117,HORD001302,PRD0740,1.0,194.14,194.14
HITM0004118,HORD001302,PRD0836,1.0,726.47,726.47
HITM0004119,HORD001302,PRD0161,2.0,1014.36,2028.72
HITM0004120,HORD001303,PRD0800,2.0,235.68,471.36
HITM0004121,HORD001303,PRD0030,1.0,159.51,159.51
HITM0004122,HORD001303,PRD0776,1.0,486.13,486.13
HITM0004123,HORD001303,PRD0897,1.0,2339.09,2339.09
HITM0004124,HORD001304,PRD0010,1.0,15.97,15.97
HITM0004125,HORD001304,PRD0182,2.0,589.1,1178.2
HITM0004126,HORD001304,PRD0977,1.0,352.01,352.01
HITM0004127,HORD001304,PRD0149,1.0,217.37,217.37
HITM0004128,HORD001304,PRD0244,2.0,3425.92,6851.84
HITM0004129,HORD001305,PRD0722,1.0,909.76,909.76
HITM0004130,HORD001305,PRD0341,2.0,3051.59,6103.18
HITM0004131,HORD001305,PRD0270,1.0,145.44,145.44
HITM0004132,HORD001305,PRD0334,1.0,2364.45,2364.45
HITM0004133,HORD001305,PRD0619,1.0,180.89,180.89
HITM0004134,HORD001306,PRD0008,1.0,799.44,799.44
HITM0004135,HORD001306,PRD0459,2.0,1138.25,2276.5
HITM0004136,HORD001306,PRD0012,3.0,1367.99,4103.97
HITM0004137,HORD001306,PRD0214,2.0,2414.54,4829.08
HITM0004138,HORD001307,PRD0621,1.0,1720.44,1720.44
HITM0004139,HORD001307,PRD0340,1.0,68.17,68.17
HITM0004140,HORD001307,PRD0634,1.0,405.16,405.16
HITM0004141,HORD001308,PRD0310,3.0,318.45,955.35
HITM0004142,HORD001308,PRD0878,3.0,919.03,2757.09
HITM0004143,HORD001308,PRD0839,1.0,706.25,706.25
HITM0004144,HORD001308,PRD0554,1.0,1619.69,1619.69
HITM0004145,HORD001309,PRD0779,1.0,296.88,296.88
HITM0004146,HORD001309,PRD0112,1.0,1193.81,1193.81
HITM0004147,HORD001309,PRD0625,1.0,1041.53,1041.53
HITM0004148,HORD001310,PRD0603,2.0,671.51,1343.02
HITM0004149,HORD001310,PRD0450,1.0,138.07,138.07
HITM0004150,HORD001311,PRD0927,1.0,867.79,867.79
HITM0004151,HORD001311,PRD0459,1.0,1138.25,1138.25
HITM0004152,HORD001312,PRD0810,1.0,224.68,224.68
HITM0004153,HORD001312,PRD0010,1.0,15.97,15.97
HITM0004154,HORD001312,PRD0696,2.0,107.86,215.72
HITM0004155,HORD001313,PRD0715,1.0,343.66,343.66
HITM0004156,HORD001313,PRD0260,1.0,73.31,73.31
HITM0004157,HORD001314,PRD0720,2.0,261.71,523.42
HITM0004158,HORD001314,PRD0063,1.0,1124.17,1124.17
HITM0004159,HORD001314,PRD0501,2.0,1207.42,2414.84
HITM0004160,HORD001314,PRD0047,1.0,1258.28,1258.28
HITM0004161,HORD001315,PRD0618,1.0,1068.97,1068.97
HITM0004162,HORD001315,PRD0807,1.0,1536.27,1536.27
HITM0004163,HORD001315,PRD0832,1.0,646.88,646.88
HITM0004164,HORD001316,PRD0980,1.0,334.19,334.19
HITM0004165,HORD001316,PRD0224,1.0,1301.36,1301.36
HITM0004166,HORD001317,PRD0194,1.0,1326.23,1326.23
HITM0004167,HORD001317,PRD0967,1.0,571.48,571.48
HITM0004168,HORD001317,PRD0947,1.0,1897.91,1897.91
HITM0004169,HORD001318,PRD0336,1.0,823.14,823.14
HITM0004170,HORD001318,PRD0258,1.0,171.41,171.41
HITM0004171,HORD001318,PRD0050,1.0,202.62,202.62
HITM0004172,HORD001319,PRD0640,1.0,153.76,153.76
HITM0004173,HORD001320,PRD0576,1.0,136.9,136.9
HITM0004174,HORD001320,PRD0564,1.0,1250.64,1250.64
HITM0004175,HORD001321,PRD0268,1.0,944.09,944.09
HITM0004176,HORD001321,PRD0135,1.0,800.53,800.53
HITM0004177,HORD001321,PRD0430,1.0,214.75,214.75
HITM0004178,HORD001321,PRD0302,1.0,1232.1,1232.1
HITM0004179,HORD001322,PRD0690,1.0,306.64,306.64
HITM0004180,HORD001322,PRD0710,1.0,302.55,302.55
HITM0004181,HORD001323,PRD0880,1.0,263.31,263.31
HITM0004182,HORD001323,PRD0208,1.0,373.86,373.86
HITM0004183,HORD001324,PRD0448,2.0,67.35,134.7
HITM0004184,HORD001324,PRD0394,1.0,3284.35,3284.35
HITM0004185,HORD001324,PRD0104,1.0,3735.61,3735.61
HITM0004186,HORD001325,PRD0849,2.0,1011.98,2023.96
HITM0004187,HORD001325,PRD0208,1.0,373.86,373.86
HITM0004188,HORD001325,PRD0480,1.0,37.46,37.46
HITM0004189,HORD001325,PRD0716,1.0,242.32,242.32
HITM0004190,HORD001325,PRD0372,1.0,763.17,763.17
HITM0004191,HORD001326,PRD0680,3.0,46.75,140.25
HITM0004192,HORD001326,PRD0870,1.0,285.87,285.87
HITM0004193,HORD001326,PRD0303,1.0,961.05,961.05
HITM0004194,HORD001326,PRD0580,2.0,76.83,153.66
HITM0004195,HORD001327,PRD0765,1.0,126.56,126.56
HITM0004196,HORD001327,PRD0431,1.0,2253.8,2253.8
HITM0004197,HORD001328,PRD0343,1.0,1244.05,1244.05
HITM0004198,HORD001328,PRD0659,3.0,293.62,880.86
HITM0004199,HORD001328,PRD0370,1.0,143.48,143.48
HITM0004200,HORD001328,PRD0868,1.0,869.51,869.51
HITM0004201,HORD001329,PRD0455,3.0,329.34,988.02
HITM0004202,HORD001329,PRD0950,1.0,321.18,321.18
HITM0004203,HORD001329,PRD0353,1.0,526.39,526.39
HITM0004204,HORD001329,PRD0576,1.0,136.9,136.9
HITM0004205,HORD001329,PRD0445,2.0,1141.73,2283.46
HITM0004206,HORD001330,PRD0739,1.0,408.6,408.6
HITM0004207,HORD001330,PRD0750,2.0,203.37,406.74
HITM0004208,HORD001330,PRD0846,1.0,808.25,808.25
HITM0004209,HORD001330,PRD0849,1.0,1011.98,1011.98
HITM0004210,HORD001331,PRD0416,1.0,753.43,753.43
HITM0004211,HORD001331,PRD0018,2.0,112.62,225.24
HITM0004212,HORD001331,PRD0269,3.0,514.16,1542.48
HITM0004213,HORD001332,PRD0951,1.0,1234.66,1234.66
HITM0004214,HORD001332,PRD0511,1.0,1305.5,1305.5
HITM0004215,HORD001332,PRD0431,1.0,2253.8,2253.8
HITM0004216,HORD001332,PRD0889,1.0,252.57,252.57
HITM0004217,HORD001332,PRD0417,1.0,318.04,318.04
HITM0004218,HORD001333,PRD0724,1.0,1250.76,1250.76
HITM0004219,HORD001333,PRD0801,1.0,1245.32,1245.32
HITM0004220,HORD001334,PRD0059,1.0,721.08,721.08
HITM0004221,HORD001334,PRD0390,3.0,27.7,83.1
HITM0004222,HORD001334,PRD0638,1.0,248.57,248.57
