customer_id,signup_date,loyalty_tier,customer_segment,age_band,preferred_channel,home_suburb,prior_12m_orders,lifetime_value_before_period,marketing_consent,home_postcode,home_state,home_country,preferred_language,acquisition_source,account_status,preferred_device,email_domain,household_size_band,contact_frequency_preference
CUS00163,2017-03-11,Platinum,Mainstream,25-34,Mobile,Carlton,7.0,2610.52,True,3053,VIC,Australia,pl,Referral,Active,Desktop,mail.test,2,Monthly
CUS00164,2013-07-02,Bronze,Mainstream,55+,Mobile,Southbank,0.0,617.5,False,3006,VIC,Australia,de,Store,Active,Mobile,example.net,2,Weekly
CUS00165,2016-05-09,Bronze,Mainstream,18-24,Web,Richmond,1.0,589.14,True,3121,VIC,Australia,ar,Organic,Active,Desktop,inbox.example,5+,Monthly
CUS00166,2015-06-22,Silver,Mainstream,45-54,Web,Brunswick,12.0,5604.97,True,3056,VIC,Australia,it,Social,Dormant,Tablet,example.net,5+,Weekly
CUS00167,2013-04-06,Bronze,Premium,18-24,Web,Northcote,20.0,12702.98,True,3070,VIC,Australia,it,Store,Review,Mobile,mail.test,3-4,Monthly
CUS00168,2016-11-13,Gold,Mainstream,55+,Mobile,St Kilda,18.0,2688.34,False,3182,VIC,Australia,pl,Social,Active,Tablet,mail.test,2,Monthly
CUS00169,2015-02-25,Bronze,Small Business,45-54,Mobile,Northcote,17.0,11783.36,False,3070,VIC,Australia,pl,Social,Active,Desktop,mail.test,3-4,Quarterly
CUS00170,2017-01-02,Silver,Small Business,18-24,Web,Brunswick,11.0,9262.32,True,3056,VIC,Australia,de,Organic,Active,Tablet,mail.test,1,Weekly
CUS00171,2014-06-12,Bronze,Premium,55+,Store,Southbank,8.0,3307.23,True,3006,VIC,Australia,pt,Referral,Active,Mobile,mail.test,1,Monthly
CUS00172,2016-09-08,Gold,Mainstream,55+,Web,Melbourne,20.0,10105.0,False,3000,VIC,Australia,hi,Store,Active,Desktop,inbox.example,3-4,Quarterly
CUS00173,2014-12-15,Bronze,Premium,25-34,Mobile,Brunswick,15.0,1282.5,False,3056,VIC,Australia,pt,Store,Active,Tablet,mail.test,3-4,Essential only
CUS00174,2015-12-11,Gold,Value,25-34,Mobile,Brunswick,1.0,964.65,True,3056,VIC,Australia,pt,Paid Search,Active,Mobile,example.net,2,Quarterly
CUS00175,2013-08-02,Silver,Value,35-44,Mobile,Brunswick,11.0,10263.79,False,3056,VIC,Australia,es,Store,Active,Desktop,inbox.example,3-4,Weekly
CUS00176,2015-11-07,Bronze,Value,45-54,Web,Docklands,12.0,9862.18,True,3008,VIC,Australia,it,Organic,Active,Mobile,inbox.example,5+,Monthly
CUS00177,2016-11-07,Silver,Value,45-54,Web,Southbank,16.0,1647.12,True,3006,VIC,Australia,pt,Paid Search,Dormant,Mobile,example.net,5+,Quarterly
CUS00178,2014-03-14,Bronze,Mainstream,18-24,Store,Hawthorn,16.0,3815.04,False,3122,VIC,Australia,zh,Social,Dormant,Desktop,inbox.example,3-4,Weekly
CUS00179,2015-05-04,Silver,Premium,45-54,Store,Richmond,21.0,13364.12,True,3121,VIC,Australia,hi,Organic,Active,Tablet,example.net,1,Monthly
CUS00180,2013-09-14,Bronze,Value,35-44,Store,St Kilda,20.0,10771.3,True,3182,VIC,Australia,hi,Organic,Active,Desktop,inbox.example,2,Essential only
CUS00181,2013-02-06,Gold,Mainstream,45-54,Web,Southbank,17.0,11656.52,True,3006,VIC,Australia,ru,Paid Search,Active,Mobile,mail.test,5+,Monthly
CUS00182,2015-12-09,Silver,Small Business,18-24,Store,Carlton,11.0,4428.83,True,3053,VIC,Australia,ru,Organic,Active,Mobile,inbox.example,2,Monthly
CUS00183,2016-09-14,Bronze,Small Business,55+,Store,Northcote,17.0,7714.94,False,3070,VIC,Australia,ru,Social,Review,Tablet,inbox.example,2,Essential only
CUS00184,2014-04-02,Silver,Mainstream,25-34,Web,Hawthorn,7.0,4885.32,False,3122,VIC,Australia,hi,Referral,Active,Tablet,example.net,1,Monthly
CUS00185,2013-10-25,Silver,Premium,25-34,Store,Richmond,15.0,4412.98,True,3121,VIC,Australia,ru,Store,Active,Desktop,inbox.example,5+,Quarterly
CUS00186,2015-05-20,Bronze,Premium,25-34,Store,St Kilda,2.0,1047.85,False,3182,VIC,Australia,pl,Social,Active,Mobile,example.net,5+,Weekly
CUS00187,2013-03-12,Bronze,Value,35-44,Web,Hawthorn,1.0,338.71,True,3122,VIC,Australia,pt,Referral,Active,Mobile,inbox.example,5+,Quarterly
CUS00188,2017-01-14,Bronze,Premium,25-34,Mobile,Melbourne,2.0,2427.88,True,3000,VIC,Australia,en,Organic,Active,Tablet,inbox.example,5+,Quarterly
CUS00189,2017-12-03,Silver,Mainstream,18-24,Web,Melbourne,20.0,4600.21,False,3000,VIC,Australia,ar,Paid Search,Active,Tablet,mail.test,2,Weekly
CUS00190,2016-06-01,Bronze,Premium,25-34,Store,Brunswick,4.0,3820.05,True,3056,VIC,Australia,es,Social,Active,Desktop,example.net,5+,Weekly
CUS00191,2014-10-01,Gold,Premium,45-54,Mobile,Brunswick,1.0,998.53,True,3056,VIC,Australia,hi,Referral,Active,Mobile,example.net,3-4,Monthly
CUS00192,2015-01-18,Silver,Premium,55+,Web,Docklands,14.0,7417.44,True,3008,VIC,Australia,hi,Social,Dormant,Desktop,mail.test,1,Essential only
CUS00193,2015-03-21,Bronze,Small Business,55+,Store,Northcote,15.0,13398.67,True,3070,VIC,Australia,ru,Store,Active,Tablet,inbox.example,3-4,Weekly
CUS00194,2013-12-20,Bronze,Mainstream,35-44,Store,Melbourne,9.0,3314.75,True,3000,VIC,Australia,ja,Referral,Active,Desktop,inbox.example,2,Weekly
CUS00195,2014-10-07,Silver,Mainstream,18-24,Mobile,Richmond,4.0,2583.28,True,3121,VIC,Australia,it,Referral,Active,Desktop,example.net,5+,Monthly
CUS00196,2016-06-19,Gold,Value,35-44,Store,Hawthorn,10.0,9199.87,True,3122,VIC,Australia,ja,Paid Search,Active,Mobile,mail.test,5+,Quarterly
CUS00197,2013-08-13,Silver,Small Business,35-44,Mobile,Footscray,3.0,1962.97,True,3011,VIC,Australia,hi,Paid Search,Active,Tablet,inbox.example,5+,Essential only
CUS00198,2014-01-25,Platinum,Premium,25-34,Web,Southbank,15.0,9229.14,True,3006,VIC,Australia,pt,Social,Active,Mobile,example.net,5+,Essential only
CUS00199,2017-11-05,Silver,Premium,55+,Store,Brunswick,9.0,3830.38,True,3056,VIC,Australia,es,Social,Active,Mobile,example.net,1,Weekly
CUS00200,2017-10-23,Platinum,Mainstream,35-44,Mobile,Northcote,13.0,1651.89,True,3070,VIC,Australia,de,Organic,Active,Tablet,example.net,5+,Quarterly
CUS00201,2015-02-18,Bronze,Value,25-34,Mobile,Carlton,17.0,14155.45,True,3053,VIC,Australia,nl,Social,Active,Tablet,mail.test,2,Monthly
CUS00202,2015-10-14,Silver,Small Business,55+,Store,Brunswick,15.0,12168.17,True,3056,VIC,Australia,zh,Paid Search,Active,Tablet,mail.test,3-4,Quarterly
CUS00203,2016-12-24,Gold,Value,35-44,Store,Hawthorn,8.0,1210.28,True,3122,VIC,Australia,hi,Organic,Active,Mobile,example.net,1,Quarterly
CUS00204,2013-10-08,Platinum,Value,45-54,Store,Richmond,5.0,3389.19,False,3121,VIC,Australia,en,Store,Active,Desktop,example.net,3-4,Weekly
CUS00205,2015-02-17,Bronze,Value,45-54,Store,Melbourne,0.0,319.36,True,3000,VIC,Australia,fr,Store,Active,Desktop,example.net,3-4,Essential only
CUS00206,2013-11-07,Silver,Premium,25-34,Store,Hawthorn,12.0,9938.77,True,3122,VIC,Australia,nl,Paid Search,Active,Desktop,mail.test,1,Essential only
CUS00207,2014-02-17,Bronze,Premium,55+,Mobile,Carlton,18.0,7999.51,True,3053,VIC,Australia,nl,Organic,Active,Tablet,mail.test,3-4,Monthly
CUS00208,2015-06-27,Bronze,Mainstream,35-44,Web,Footscray,11.0,9572.11,True,3011,VIC,Australia,es,Social,Active,Desktop,mail.test,2,Essential only
CUS00209,2017-05-14,Bronze,Small Business,25-34,Mobile,Carlton,9.0,1704.0,False,3053,VIC,Australia,it,Organic,Active,Mobile,example.net,3-4,Quarterly
CUS00210,2013-07-25,Bronze,Value,25-34,Web,Northcote,8.0,8040.89,True,3070,VIC,Australia,ru,Paid Search,Active,Tablet,inbox.example,2,Monthly
CUS00211,2014-01-04,Platinum,Value,55+,Store,Carlton,2.0,927.12,True,3053,VIC,Australia,zh,Store,Active,Mobile,inbox.example,2,Monthly
CUS00212,2016-01-24,Gold,Mainstream,45-54,Store,Northcote,5.0,1682.45,False,3070,VIC,Australia,ja,Store,Active,Desktop,inbox.example,2,Essential only
CUS00213,2013-02-05,Silver,Mainstream,18-24,Mobile,Richmond,19.0,14647.81,True,3121,VIC,Australia,es,Organic,Active,Desktop,inbox.example,5+,Weekly
CUS00214,2014-06-15,Bronze,Small Business,18-24,Web,Richmond,5.0,2529.95,False,3121,VIC,Australia,it,Organic,Active,Mobile,mail.test,5+,Quarterly
CUS00215,2017-06-07,Gold,Mainstream,35-44,Mobile,Melbourne,21.0,12528.7,True,3000,VIC,Australia,nl,Referral,Active,Mobile,mail.test,1,Quarterly
CUS00216,2013-12-16,Gold,Premium,45-54,Mobile,Footscray,2.0,318.08,True,3011,VIC,Australia,ja,Social,Active,Mobile,example.net,3-4,Weekly
CUS00217,2017-05-05,Bronze,Small Business,18-24,Web,Hawthorn,5.0,4474.26,False,3122,VIC,Australia,pl,Store,Dormant,Mobile,example.net,2,Essential only
CUS00218,2015-06-18,Bronze,Small Business,55+,Mobile,Carlton,6.0,2513.97,False,3053,VIC,Australia,ru,Paid Search,Active,Tablet,example.net,5+,Weekly
CUS00219,2013-05-12,Silver,Premium,55+,Mobile,Northcote,17.0,8288.79,True,3070,VIC,Australia,pt,Store,Active,Tablet,example.net,2,Weekly
CUS00220,2013-04-22,Gold,Mainstream,25-34,Store,Carlton,0.0,651.4,True,3053,VIC,Australia,es,Paid Search,Review,Mobile,inbox.example,2,Monthly
CUS00221,2015-05-16,Gold,Mainstream,25-34,Web,Brunswick,2.0,719.81,True,3056,VIC,Australia,fr,Referral,Active,Mobile,inbox.example,2,Weekly
CUS00222,2013-03-07,Bronze,Premium,45-54,Mobile,St Kilda,19.0,1919.71,True,3182,VIC,Australia,fr,Store,Active,Tablet,example.net,2,Weekly
CUS00223,2017-05-13,Silver,Value,45-54,Mobile,Carlton,14.0,4164.35,True,3053,VIC,Australia,hi,Paid Search,Active,Mobile,inbox.example,5+,Weekly
CUS00224,2016-05-07,Bronze,Small Business,45-54,Web,Northcote,19.0,6872.55,True,3070,VIC,Australia,hi,Store,Active,Tablet,example.net,2,Quarterly
CUS00225,2017-05-16,Bronze,Small Business,25-34,Store,Southbank,20.0,3364.82,True,3006,VIC,Australia,hi,Referral,Active,Mobile,example.net,2,Quarterly
CUS00226,2016-08-24,Bronze,Mainstream,25-34,Store,Southbank,17.0,6614.73,True,3006,VIC,Australia,nl,Paid Search,Active,Desktop,example.net,3-4,Weekly
CUS00227,2017-07-17,Silver,Small Business,35-44,Web,Northcote,20.0,8865.67,True,3070,VIC,Australia,de,Referral,Active,Tablet,mail.test,5+,Essential only
CUS00228,2015-01-02,Silver,Premium,18-24,Mobile,Southbank,8.0,2590.94,True,3006,VIC,Australia,de,Social,Active,Desktop,example.net,1,Essential only
CUS00229,2017-01-17,Gold,Small Business,55+,Mobile,Richmond,14.0,2016.22,True,3121,VIC,Australia,zh,Organic,Active,Tablet,mail.test,3-4,Weekly
CUS00230,2015-12-27,Silver,Premium,18-24,Mobile,Melbourne,19.0,2783.54,True,3000,VIC,Australia,es,Store,Active,Mobile,example.net,2,Monthly
CUS00231,2014-06-16,Bronze,Small Business,18-24,Mobile,Hawthorn,17.0,12151.9,True,3122,VIC,Australia,pl,Paid Search,Active,Desktop,example.net,1,Monthly
CUS00232,2013-07-05,Bronze,Mainstream,45-54,Store,Hawthorn,7.0,6820.01,True,3122,VIC,Australia,en,Store,Active,Desktop,inbox.example,2,Quarterly
CUS00233,2015-09-12,Silver,Mainstream,18-24,Mobile,Docklands,12.0,10709.71,True,3008,VIC,Australia,it,Social,Active,Tablet,inbox.example,1,Weekly
CUS00234,2015-08-25,Bronze,Value,25-34,Store,Richmond,17.0,15373.13,True,3121,VIC,Australia,pl,Referral,Active,Desktop,inbox.example,1,Essential only
CUS00235,2015-08-04,Gold,Small Business,35-44,Mobile,Northcote,6.0,2772.99,True,3070,VIC,Australia,pt,Store,Active,Mobile,example.net,1,Weekly
CUS00236,2016-11-11,Silver,Mainstream,18-24,Mobile,Docklands,19.0,12747.58,True,3008,VIC,Australia,de,Store,Active,Mobile,example.net,1,Weekly
CUS00237,2016-11-13,Silver,Mainstream,18-24,Mobile,Southbank,11.0,1777.45,True,3006,VIC,Australia,es,Referral,Active,Tablet,example.net,5+,Monthly
CUS00238,2017-11-24,Silver,Small Business,18-24,Store,Melbourne,9.0,5931.78,True,3000,VIC,Australia,es,Store,Active,Mobile,mail.test,3-4,Weekly
CUS00239,2016-09-12,Gold,Value,35-44,Store,Richmond,19.0,3373.0,False,3121,VIC,Australia,pl,Paid Search,Active,Tablet,inbox.example,5+,Weekly
CUS00240,2014-08-10,Bronze,Mainstream,25-34,Web,Brunswick,15.0,4675.6,True,3056,VIC,Australia,ru,Paid Search,Active,Desktop,mail.test,3-4,Quarterly
CUS00241,2014-01-02,Silver,Mainstream,35-44,Store,St Kilda,1.0,649.86,True,3182,VIC,Australia,fr,Social,Active,Desktop,mail.test,2,Quarterly
CUS00242,2014-09-10,Bronze,Small Business,18-24,Web,Docklands,10.0,7374.82,True,3008,VIC,Australia,es,Paid Search,Active,Desktop,inbox.example,2,Monthly
CUS00243,2013-01-18,Silver,Small Business,35-44,Mobile,Brunswick,5.0,1005.2,True,3056,VIC,Australia,ru,Social,Active,Desktop,example.net,3-4,Quarterly
CUS00244,2017-12-13,Gold,Small Business,35-44,Store,Richmond,17.0,10125.96,True,3121,VIC,Australia,de,Store,Active,Tablet,inbox.example,5+,Essential only
CUS00245,2017-05-22,Gold,Premium,18-24,Store,Docklands,3.0,1334.77,False,3008,VIC,Australia,fr,Social,Active,Desktop,mail.test,3-4,Weekly
CUS00246,2016-06-21,Platinum,Small Business,55+,Mobile,Melbourne,5.0,3110.94,True,3000,VIC,Australia,pl,Social,Active,Mobile,example.net,2,Monthly
CUS00247,2013-02-27,Gold,Mainstream,35-44,Store,St Kilda,10.0,8403.3,True,3182,VIC,Australia,pl,Social,Dormant,Desktop,mail.test,1,Monthly
CUS00248,2015-02-04,Silver,Premium,18-24,Store,Richmond,11.0,8854.56,True,3121,VIC,Australia,zh,Store,Active,Tablet,example.net,5+,Essential only
CUS00249,2017-02-24,Bronze,Mainstream,55+,Mobile,Richmond,13.0,12355.54,True,3121,VIC,Australia,en,Paid Search,Active,Tablet,example.net,5+,Quarterly
CUS00250,2016-05-06,Silver,Small Business,25-34,Store,Melbourne,13.0,2200.79,False,3000,VIC,Australia,en,Paid Search,Active,Tablet,example.net,1,Monthly
CUS00251,2016-05-10,Bronze,Small Business,25-34,Store,Carlton,7.0,6231.54,True,3053,VIC,Australia,zh,Social,Active,Tablet,example.net,3-4,Quarterly
CUS00252,2017-10-09,Silver,Value,45-54,Mobile,Brunswick,10.0,5531.82,False,3056,VIC,Australia,fr,Organic,Active,Desktop,example.net,3-4,Quarterly
CUS00253,2017-02-03,Silver,Premium,18-24,Mobile,Northcote,19.0,11330.2,True,3070,VIC,Australia,ja,Organic,Active,Desktop,mail.test,1,Quarterly
CUS00254,2015-12-16,Silver,Value,55+,Web,Northcote,10.0,6784.54,True,3070,VIC,Australia,es,Paid Search,Active,Mobile,mail.test,5+,Monthly
CUS00255,2017-05-18,Bronze,Mainstream,45-54,Mobile,Melbourne,20.0,14821.51,True,3000,VIC,Australia,nl,Referral,Active,Mobile,inbox.example,3-4,Essential only
CUS00256,2017-09-03,Bronze,Premium,45-54,Web,St Kilda,3.0,1476.2,True,3182,VIC,Australia,zh,Organic,Active,Tablet,example.net,5+,Essential only
CUS00257,2016-01-24,Bronze,Small Business,25-34,Mobile,Hawthorn,19.0,1661.05,True,3122,VIC,Australia,pl,Organic,Active,Tablet,mail.test,1,Monthly
CUS00258,2013-05-07,Gold,Value,18-24,Mobile,Docklands,0.0,448.21,True,3008,VIC,Australia,pl,Social,Active,Mobile,example.net,3-4,Essential only
CUS00259,2017-07-14,Bronze,Mainstream,45-54,Web,Brunswick,8.0,950.6,True,3056,VIC,Australia,hi,Organic,Active,Desktop,example.net,3-4,Monthly
CUS00260,2016-05-18,Bronze,Small Business,18-24,Web,Hawthorn,9.0,3930.08,True,3122,VIC,Australia,it,Social,Dormant,Tablet,example.net,1,Monthly
CUS00261,2016-08-21,Silver,Mainstream,18-24,Store,Brunswick,0.0,584.04,True,3056,VIC,Australia,ja,Social,Active,Tablet,example.net,5+,Monthly
CUS00262,2014-10-21,Bronze,Value,35-44,Mobile,Footscray,15.0,6072.86,False,3011,VIC,Australia,hi,Paid Search,Dormant,Desktop,example.net,5+,Essential only
CUS00263,2014-03-19,Silver,Mainstream,25-34,Mobile,Northcote,15.0,7498.95,False,3070,VIC,Australia,zh,Paid Search,Active,Desktop,example.net,5+,Essential only
CUS00264,2013-11-16,Silver,Premium,55+,Web,Carlton,13.0,4869.15,False,3053,VIC,Australia,zh,Store,Active,Tablet,inbox.example,3-4,Weekly
CUS00265,2017-12-01,Bronze,Mainstream,35-44,Mobile,St Kilda,5.0,4671.12,True,3182,VIC,Australia,hi,Store,Active,Tablet,mail.test,2,Monthly
CUS00266,2016-07-10,Bronze,Small Business,25-34,Web,Carlton,9.0,1863.44,True,3053,VIC,Australia,it,Organic,Active,Tablet,example.net,3-4,Essential only
CUS00267,2016-03-01,Gold,Small Business,18-24,Web,Footscray,10.0,8706.66,True,3011,VIC,Australia,zh,Referral,Active,Desktop,example.net,1,Quarterly
CUS00268,2017-12-01,Bronze,Small Business,25-34,Mobile,Docklands,10.0,1817.41,True,3008,VIC,Australia,pt,Referral,Active,Mobile,inbox.example,2,Weekly
CUS00269,2016-03-15,Silver,Premium,18-24,Mobile,Northcote,2.0,1830.47,True,3070,VIC,Australia,hi,Store,Active,Desktop,example.net,2,Essential only
CUS00270,2016-06-11,Silver,Small Business,55+,Mobile,Brunswick,0.0,454.35,True,3056,VIC,Australia,en,Social,Active,Mobile,inbox.example,1,Essential only
CUS00271,2015-10-17,Silver,Mainstream,25-34,Store,Docklands,15.0,12629.6,True,3008,VIC,Australia,pl,Referral,Active,Tablet,example.net,2,Essential only
CUS00272,2015-11-06,Bronze,Mainstream,35-44,Store,Northcote,11.0,5635.43,True,3070,VIC,Australia,pl,Social,Active,Tablet,example.net,5+,Quarterly
CUS00273,2017-01-08,Gold,Premium,25-34,Store,Footscray,15.0,6693.96,True,3011,VIC,Australia,en,Store,Active,Tablet,example.net,3-4,Essential only
CUS00274,2013-09-12,Bronze,Small Business,18-24,Mobile,Melbourne,7.0,4282.08,True,3000,VIC,Australia,hi,Store,Active,Mobile,mail.test,5+,Quarterly
CUS00275,2017-11-17,Bronze,Mainstream,18-24,Web,Docklands,0.0,144.37,False,3008,VIC,Australia,zh,Referral,Dormant,Desktop,mail.test,5+,Essential only
CUS00276,2013-12-06,Bronze,Small Business,45-54,Store,St Kilda,1.0,281.85,True,3182,VIC,Australia,ru,Paid Search,Dormant,Mobile,inbox.example,3-4,Quarterly
CUS00277,2017-11-03,Bronze,Small Business,55+,Store,Footscray,8.0,7007.17,True,3011,VIC,Australia,pl,Referral,Active,Tablet,example.net,1,Quarterly
CUS00278,2013-08-08,Gold,Value,55+,Mobile,Docklands,17.0,2085.09,True,3008,VIC,Australia,zh,Referral,Active,Desktop,mail.test,3-4,Quarterly
CUS00279,2016-06-09,Bronze,Mainstream,45-54,Web,Brunswick,7.0,5687.05,True,3056,VIC,Australia,en,Referral,Active,Mobile,inbox.example,5+,Quarterly
CUS00280,2014-03-10,Bronze,Small Business,18-24,Web,Carlton,6.0,1005.24,True,3053,VIC,Australia,ja,Store,Active,Mobile,inbox.example,2,Monthly
CUS00281,2014-05-18,Bronze,Mainstream,35-44,Web,Southbank,4.0,3808.8,False,3006,VIC,Australia,fr,Referral,Active,Mobile,mail.test,5+,Monthly
CUS00282,2016-03-04,Silver,Premium,45-54,Mobile,Footscray,6.0,2446.59,True,3011,VIC,Australia,fr,Store,Active,Desktop,example.net,1,Weekly
CUS00283,2015-01-24,Silver,Value,18-24,Web,Carlton,8.0,5007.7,True,3053,VIC,Australia,es,Referral,Dormant,Desktop,mail.test,1,Weekly
CUS00284,2014-06-09,Bronze,Small Business,25-34,Mobile,Brunswick,13.0,9441.25,True,3056,VIC,Australia,zh,Paid Search,Active,Tablet,inbox.example,5+,Quarterly
CUS00285,2014-12-02,Gold,Mainstream,55+,Store,Melbourne,18.0,13794.47,True,3000,VIC,Australia,de,Store,Active,Tablet,example.net,3-4,Quarterly
CUS00286,2017-11-10,Gold,Premium,35-44,Mobile,Southbank,8.0,5625.79,False,3006,VIC,Australia,ru,Referral,Active,Tablet,inbox.example,2,Monthly
CUS00287,2015-10-24,Bronze,Small Business,18-24,Web,Melbourne,0.0,396.64,False,3000,VIC,Australia,zh,Store,Active,Tablet,example.net,3-4,Essential only
CUS00288,2014-05-25,Bronze,Mainstream,25-34,Mobile,Northcote,12.0,4191.71,False,3070,VIC,Australia,ar,Store,Active,Tablet,inbox.example,1,Quarterly
CUS00289,2017-10-25,Bronze,Small Business,55+,Mobile,Northcote,2.0,1554.99,False,3070,VIC,Australia,nl,Store,Active,Mobile,example.net,5+,Quarterly
CUS00290,2017-12-06,Bronze,Small Business,18-24,Web,Footscray,20.0,8569.79,False,3011,VIC,Australia,de,Store,Active,Tablet,example.net,1,Quarterly
CUS00291,2015-07-16,Gold,Premium,55+,Store,Southbank,6.0,4091.67,True,3006,VIC,Australia,pt,Store,Review,Mobile,mail.test,2,Monthly
CUS00292,2013-04-19,Gold,Mainstream,55+,Store,Richmond,16.0,12012.65,False,3121,VIC,Australia,hi,Social,Active,Tablet,inbox.example,2,Essential only
CUS00293,2017-01-01,Bronze,Mainstream,35-44,Web,Richmond,1.0,1770.09,False,3121,VIC,Australia,hi,Social,Active,Tablet,example.net,2,Monthly
CUS00294,2013-06-24,Silver,Value,35-44,Web,Docklands,5.0,5152.77,True,3008,VIC,Australia,ja,Social,Active,Tablet,example.net,2,Essential only
CUS00295,2013-12-03,Bronze,Small Business,55+,Web,Brunswick,13.0,3208.72,False,3056,VIC,Australia,pt,Social,Active,Mobile,mail.test,1,Quarterly
CUS00296,2013-04-22,Gold,Small Business,35-44,Web,Hawthorn,10.0,6644.86,False,3122,VIC,Australia,pl,Paid Search,Active,Tablet,example.net,2,Quarterly
CUS00297,2016-08-07,Silver,Premium,55+,Store,Richmond,2.0,1621.44,True,3121,VIC,Australia,ru,Referral,Active,Desktop,mail.test,3-4,Essential only
CUS00298,2015-07-12,Silver,Mainstream,55+,Store,Richmond,9.0,4634.78,True,3121,VIC,Australia,nl,Paid Search,Dormant,Mobile,example.net,2,Monthly
CUS00299,2016-10-25,Silver,Small Business,25-34,Web,Southbank,7.0,3105.27,True,3006,VIC,Australia,ar,Organic,Active,Mobile,mail.test,5+,Monthly
CUS00300,2015-11-11,Gold,Mainstream,55+,Store,Melbourne,4.0,1577.73,False,3000,VIC,Australia,ar,Organic,Active,Desktop,example.net,3-4,Quarterly
CUS00301,2013-09-26,Bronze,Premium,55+,Store,Footscray,8.0,5352.22,True,3011,VIC,Australia,en,Store,Active,Tablet,inbox.example,1,Quarterly
CUS00302,2014-10-22,Silver,Mainstream,45-54,Mobile,Richmond,8.0,1948.5,False,3121,VIC,Australia,it,Referral,Review,Tablet,example.net,3-4,Essential only
CUS00303,2014-06-14,Gold,Value,18-24,Store,Southbank,1.0,334.24,True,3006,VIC,Australia,ar,Paid Search,Dormant,Mobile,inbox.example,2,Weekly
CUS00304,2013-02-08,Bronze,Value,55+,Store,St Kilda,0.0,659.94,True,3182,VIC,Australia,de,Store,Active,Mobile,inbox.example,1,Quarterly
CUS00305,2016-02-20,Bronze,Premium,45-54,Mobile,Northcote,19.0,12553.3,True,3070,VIC,Australia,hi,Referral,Active,Desktop,mail.test,2,Weekly
CUS00306,2016-06-07,Silver,Value,55+,Mobile,Northcote,9.0,4033.15,True,3070,VIC,Australia,hi,Referral,Dormant,Tablet,mail.test,1,Monthly
CUS00307,2013-05-13,Silver,Value,18-24,Store,Hawthorn,20.0,5385.13,True,3122,VIC,Australia,it,Store,Active,Desktop,example.net,1,Essential only
CUS00308,2017-10-09,Bronze,Value,45-54,Mobile,Richmond,15.0,11064.3,True,3121,VIC,Australia,hi,Paid Search,Active,Desktop,inbox.example,5+,Essential only
CUS00309,2015-01-06,Gold,Mainstream,18-24,Mobile,Brunswick,14.0,7218.38,False,3056,VIC,Australia,ru,Paid Search,Active,Desktop,example.net,5+,Quarterly
CUS00310,2013-02-23,Silver,Mainstream,55+,Web,Melbourne,0.0,233.06,False,3000,VIC,Australia,es,Referral,Active,Desktop,inbox.example,2,Monthly
CUS00311,2013-04-13,Bronze,Small Business,55+,Web,Brunswick,15.0,4514.04,True,3056,VIC,Australia,fr,Organic,Active,Tablet,example.net,1,Quarterly
CUS00312,2017-06-06,Bronze,Small Business,45-54,Store,Richmond,9.0,2860.2,False,3121,VIC,Australia,it,Social,Active,Mobile,inbox.example,2,Weekly
CUS00313,2015-12-09,Bronze,Small Business,45-54,Store,Melbourne,21.0,2237.1,True,3000,VIC,Australia,en,Organic,Active,Tablet,inbox.example,2,Monthly
CUS00314,2015-02-05,Bronze,Small Business,25-34,Mobile,Melbourne,20.0,15124.2,True,3000,VIC,Australia,nl,Referral,Active,Desktop,example.net,5+,Weekly
CUS00315,2017-10-25,Platinum,Mainstream,45-54,Store,Southbank,4.0,3929.37,False,3006,VIC,Australia,hi,Paid Search,Active,Desktop,example.net,2,Quarterly
CUS00316,2017-09-24,Bronze,Small Business,55+,Web,Docklands,13.0,3341.06,False,3008,VIC,Australia,en,Social,Review,Mobile,example.net,1,Quarterly
CUS00317,2014-03-22,Bronze,Value,45-54,Mobile,Docklands,11.0,9279.23,True,3008,VIC,Australia,ar,Organic,Active,Mobile,inbox.example,1,Essential only
CUS00318,2015-09-01,Bronze,Small Business,55+,Store,St Kilda,20.0,2837.44,True,3182,VIC,Australia,hi,Store,Active,Tablet,example.net,2,Quarterly
CUS00319,2015-08-15,Gold,Premium,35-44,Store,Footscray,9.0,5126.73,False,3011,VIC,Australia,pl,Organic,Active,Mobile,mail.test,3-4,Monthly
CUS00320,2016-11-10,Bronze,Mainstream,18-24,Mobile,Brunswick,13.0,10324.49,True,3056,VIC,Australia,en,Store,Active,Mobile,mail.test,2,Essential only
CUS00321,2016-04-17,Silver,Premium,25-34,Store,Carlton,6.0,858.1,False,3053,VIC,Australia,zh,Referral,Active,Tablet,inbox.example,1,Monthly
CUS00322,2016-01-13,Silver,Premium,55+,Mobile,St Kilda,18.0,7056.63,True,3182,VIC,Australia,pl,Social,Active,Desktop,example.net,3-4,Essential only
CUS00323,2013-10-08,Silver,Mainstream,25-34,Web,Hawthorn,2.0,2447.18,True,3122,VIC,Australia,pt,Paid Search,Active,Desktop,example.net,3-4,Essential only
CUS00324,2017-03-02,Bronze,Value,18-24,Mobile,St Kilda,2.0,2118.47,True,3182,VIC,Australia,en,Social,Active,Tablet,example.net,1,Weekly
CUS00325,2014-10-11,Gold,Mainstream,25-34,Store,Southbank,15.0,6204.72,True,3006,VIC,Australia,pl,Paid Search,Active,Desktop,example.net,2,Monthly
